,ACKR,AFGH,AIRT,AKIT,AMAL,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BEDT,BELS,BERD,BICH,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BPIC,BRIA,BRIT,BRTR,BRUS,BSJI,BULD,BULM,BULT,CAIR,CANE,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COLL,COTO,CRES,DACH,DALM,DANE,DDBX,DEER,DOBP,ECKR,ESET,ESSP,EURA,FBUL,FCR,FIEL,FINS,GLEN,GOLD,GORD,GPYR,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ICES,IRIT,ISET,ITGY,IWOF,IWSP,KEES,KELP,KOMO,KUVZ,LAB,LEON,LHSA,MAST,MBLT,MPIN,MPOO,MSNZ,NELK,NEWF,NORF,NOWT,NSDT,OES,OTTR,PAPI,PARS,PBGV,PEMB,PHAR,POM,PTWD,PUG,PULI,PUMI,RHOD,ROTT,SALU,SAMO,SCOT,SCWT,SHAR,SHIB,SHIH,SILK,SKIP,SLOU,SPIN,SPOO,SSHP,SSNZ,STAF,STBD,SVAL,TIBM,TIBS,TIBT,TPOO,TURV,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
STAF,0.012046084,0.001537791,0.007793108,0.001559365,0.001853317,0.135569266,0.001306744,0.011033011,0.008385494,0.017483534,0.006747723,0.009405627,0.012133014,0.003890911,0.004505921,0.008244085,0.005476638,0.007653243,0.006254377,0.017177044,0.003197147,0.077994647,0.009200884,0.025186557,0.002523223,0.004367434,0.007918199,0.005784223,0.012800026,0.001601976,0.061995617,0.018624106,0.102633886,0.012506218,0.03166515,0.008152614,0.007821353,0.008287581,0.00208323,0.00057109,0.004536122,0.005157259,0.007701767,0.018166358,0.010447713,0.014058853,0.010838579,0.02509838,0.003662081,0.003044785,0.010826687,0.00723357,0.006459499,0.000633598,0.073136549,0.005636259,0.006227412,0.001802559,0.094259035,0.011882138,0.008191413,0.002414689,0.009810306,0.004864787,0.005542604,0.003666443,0.009161709,0.008198285,0.000560837,0.006920682,0.012314836,0.005817562,0.007489055,0.003193323,0.009207192,0.009856911,0.009065738,0.006311458,0.00734018,0.011649098,0.006780561,0.004942878,0.018630324,0.132489977,0.010390046,0.007735109,0.006072139,0.006345322,0.012421679,0.006045346,0.00420384,0.014976925,0.010553229,0.00605908,0.013777939,0.064328347,0.007951475,0.007817857,0.004873726,0.010119398,0.007043082,0.003259749,0.006340854,0.012493913,0.011676585,0.0057298,0.001575393,0.00227794,0.008089985,0.024783123,0.006745839,0.001619262,0.00286559,0.028330538,0.009355189,0.001622474,0.004254055,0.004583517,0.007209414,0.007778658,1,0.00577567,0.004332232,0.001662199,0.003909112,0.008434056,0.010157581,0.004340352,0.004221012,0.004327618,0.017147988,0.018387405,0.009831797,0.023254134
STBD,0.003744554,0.000428717,0.003984716,0.000412494,0.004065585,0.006564166,0.000814301,0.005201504,0.006183605,0.003487346,0.004749584,0.005811603,0.002938526,0.005958688,0.003613335,0.006080878,0.011878434,0.059427422,0.003645683,0.004467001,0.004133226,0.010891622,0.005672824,0.004252567,0.004390535,0.011547643,0.004973092,0.012919293,0.014691233,0.000361249,0.007880306,0.02193333,0.004392933,0.002867366,0.036138935,0.002459575,0.005134556,0.005861549,0.002705687,0.000451707,0.003573329,0.003642961,0.003983997,0.004559668,0.009278759,0.004812941,0.049583917,0.031841057,0.002833829,0.005125139,0.004336049,0.002649849,0.003767343,0.003584957,0.014514265,0.008040935,0.002641671,0.003224149,0.005769643,0.009488906,0.006342797,0.006601499,0.005362276,0.003636821,0.013640818,0.079414387,0.012026068,0.009898122,0.001575819,0.006052162,0.001641806,0.003172291,0.002680171,0.013987303,0.003175166,0.007215508,0.003282607,0.007380818,0.011968741,0.013031497,0.085731549,0.003861093,0.081037767,0.004837668,0.006314233,0.009207142,0.004724276,0.003550528,0.029158764,0.002905993,0.002042573,0.009054029,0.00632087,0.00432568,0.006248608,0.003714881,0.005507809,0.004172634,0.002593645,0.009771162,0.006070222,0.004891284,0.012572651,0.009433705,0.010074693,0.022961709,0.000911122,0.004239466,0.003325476,0.007860633,0.000616376,0.000891693,0.001928199,0.005589967,0.008269286,0.001688974,0.005936889,0.007521446,0.003912997,0.012105739,0.00577567,1,0.005425206,0.000939498,0.002403902,0.004124987,0.011285991,0.006754407,0.0042299,0.007649238,0.003131643,0.005892937,0.003027133,0.003460408
SVAL,0.006410749,0.00036274,0.00329721,0.000351059,0.003441874,0.007151074,0.000605218,0.005868094,0.003686377,0.003403615,0.003806665,0.003083513,0.004620022,0.002528315,0.002815626,0.006972538,0.006646638,0.003641428,0.004058094,0.002468007,0.002237087,0.002965869,0.00607115,0.005177502,0.007143756,0.00378776,0.004500615,0.006366203,0.008178288,0.000313242,0.007701915,0.005658629,0.000846642,0.003429542,0.004454996,0.008176318,0.004200375,0.00491097,0.00234069,0.000379065,0.010638372,0.004890704,0.005091042,0.002526889,0.017374177,0.004708726,0.007280795,0.004451836,0.003355364,0.011926961,0.002792067,0.00665138,0.006455818,0.00376703,0.006603089,0.004944982,0.005251696,0.002933989,0.009697599,0.004931232,0.004470565,0.003093305,0.004747769,0.014266016,0.009060239,0.004774684,0.012286869,0.002378345,0.00037452,0.022766016,0.007584698,0.007241393,0.005164076,0.005450519,0.003183934,0.02790996,0.008717921,0.003317277,0.006271045,0.005829668,0.003824065,0.006547455,0.00617434,0.000918247,0.010071322,0.007344678,0.011865508,0.014796141,0.003440989,0.007467175,0.003251584,0.003651162,0.005550751,0.003804634,0.014707815,0.002961709,0.006977122,0.007252068,0.007241945,0.020221636,0.005725333,0.008934104,0.018117374,0.01130977,0.004355584,0.006322143,0.000657118,0.006155415,0.004249415,0.012230582,0.001211303,0.001376447,0.004812961,0.004906644,0.015240546,0.001687357,0.006286444,0.010576214,0.005635587,0.007069126,0.004332232,0.005425206,1,0.00067175,0.005755744,0.002368596,0.007483256,0.006117855,0.006069126,0.009093126,0.004945044,0.00160605,0.005387495,0.00615845
TIBM,0.001005032,0.005125631,0.000495419,0.002763187,0.000873751,0.003975858,0.010544554,0.001661936,0.001755146,0.001189779,0.000932292,0.001355112,0.000566327,0.000978018,0.000823973,0.002330996,0.003063031,0.000728657,0.001833457,0.000829548,0.002861692,0.001949713,0.001369839,0.000791295,0.000445974,0.001176205,0.001835563,0.000999439,0.001017529,0.000554477,0.001370578,0.001129542,0.000960985,0.00195077,0.004055411,0.001631044,0.001299593,0.005268488,0.001288185,0.002668345,0.00069909,0.000697012,0.000953101,0.001556225,0.00287017,0.0014209,0.001692603,0.00076989,0.000637914,0.000707297,0.001486981,0.001411217,0.001303585,0.00092902,0.001758263,0.000871506,0.000542505,0.001817507,0.001257472,0.001140095,0.00245784,0.000795244,0.001758166,0.000967128,0.002685806,0.000517925,0.001583743,0.003105679,0.003033512,0.000959927,0.000501153,0.001008694,0.001126477,0.000705666,0.001138241,0.002175312,0.00145779,0.001790447,0.002078942,0.00211822,0.00089161,0.028746116,0.001151493,0.00112083,0.001247624,0.002276912,0.000647881,0.002282361,0.001394369,0.000677096,0.00079243,0.001285511,0.001250319,0.000788548,0.002278208,0.004387175,0.001314466,0.001111369,0.000732758,0.002319282,0.001210906,0.001735561,0.002108143,0.002264351,0.001420581,0.000775136,0.0379782,0.000726144,0.000834712,0.00092465,0.005212702,0.002757287,0.0056578,0.003996732,0.001650418,0.008736819,0.004822653,0.001443173,0.00080133,0.001250632,0.001662199,0.000939498,0.00067175,1,0.024637168,0.012230005,0.003092801,0.001508991,0.001631441,0.000787763,0.000763031,0.001007095,0.000873601,0.002211555
TIBS,0.003961695,0.002611104,0.002562125,0.001651183,0.002390894,0.004312514,0.000877574,0.002298568,0.004700899,0.004431576,0.003564675,0.00061955,0.001880175,0.002672013,0.001297209,0.00922137,0.00395475,0.000444738,0.000703459,0.001968179,0.001679688,0.005189736,0.002868809,0.001734978,0.000320676,0.002017357,0.003022638,0.00461346,0.005027553,0.000373186,0.002072519,0.000567716,0.000521723,0.004364511,0.002026795,0.002962487,0.001823018,0.010754425,0.023220014,0.001340094,0.002358693,0.000432746,0.005109432,0.01044863,0.004299277,0.006819167,0.002038155,0.002321137,0.000409209,0.003832057,0.002535094,0.002459608,0.002309631,0.00150542,0.00387561,0.00367894,0.003895762,0.002193342,0.00059831,0.005543662,0.004814383,0.003341021,0.002099803,0.001208213,0.005698788,0.001265778,0.003155585,0.004731198,0.001502386,0.002084506,0.001134185,0.003413784,0.001769457,0.001544341,0.003659303,0.003054651,0.002600456,0.002432908,0.003290752,0.003210063,0.001799894,0.157978559,0.001650866,0.001627337,0.005941333,0.005846396,0.004829688,0.003450959,0.002777501,0.001909998,0.003842702,0.001888698,0.002067535,0.002620431,0.01082107,0.003012879,0.004411541,0.002926445,0.000446262,0.005942831,0.002409763,0.012739275,0.003592134,0.002735079,0.001892225,0.001076128,0.004940834,0.0004438,0.00849407,0.00145318,0.003084484,0.003564202,0.163785312,0.004499053,0.006656545,0.001928825,0.00061208,0.008771334,0.001188247,0.003934322,0.003909112,0.002403902,0.005755744,0.024637168,1,0.039245606,0.00677007,0.002963641,0.004270497,0.001924793,0.001592154,0.002236332,0.002784115,0.004741074
TIBT,0.008757519,0.001648904,0.006065056,0.003747695,0.001630798,0.020307227,0.003679905,0.008129521,0.00855147,0.007452625,0.002571954,0.005839882,0.010755118,0.006133726,0.003854588,0.008625388,0.010698311,0.002225234,0.006182003,0.004492459,0.001948993,0.005990201,0.004012681,0.002929093,0.003584545,0.004440584,0.010289494,0.002979327,0.013305984,0.0004075,0.004587043,0.004409937,0.004042184,0.005663049,0.008363763,0.005643597,0.004876313,0.010036332,0.011169314,0.003649045,0.005722672,0.004692839,0.004618395,0.012290937,0.007625656,0.008616349,0.004131071,0.003793063,0.002349877,0.007430693,0.019215182,0.005280482,0.015788633,0.003899705,0.009763055,0.005593657,0.005323504,0.000476033,0.013463603,0.005476867,0.009811553,0.003782892,0.005762505,0.002048352,0.008066272,0.003928692,0.008116358,0.010402174,0.000517693,0.00421216,0.010879625,0.006470234,0.006871057,0.002346275,0.004975264,0.009033322,0.002194224,0.002179621,0.005506971,0.010072697,0.004345955,0.059217365,0.004219286,0.014761809,0.008714431,0.007081809,0.00832486,0.007952031,0.00310339,0.006734005,0.007046689,0.010696135,0.004154175,0.004971388,0.01214843,0.032034769,0.004723082,0.007359411,0.00555033,0.01755377,0.007266475,0.023397351,0.008719385,0.01478043,0.0054463,0.005069619,0.004172623,0.001903944,0.004231657,0.010610491,0.002408196,0.003593759,0.033903583,0.021389751,0.015896368,0.00130729,0.003041903,0.007777761,0.0029618,0.006787158,0.008434056,0.004124987,0.002368596,0.012230005,0.039245606,1,0.005956881,0.005610976,0.006177104,0.004407642,0.026578753,0.004236945,0.003931531,0.016228687
TPOO,0.012055605,0.000628348,0.007287202,0.000594103,0.001581999,0.016893814,0.008685821,0.011950477,0.010170602,0.013036695,0.007178863,0.014478119,0.006556371,0.007310096,0.006361967,0.079345976,0.022284343,0.007389678,0.009220407,0.011740357,0.003563363,0.013217746,0.013407804,0.004906199,0.005534166,0.006367464,0.019833995,0.008014192,0.02595472,0.001529207,0.006934731,0.005577475,0.003293673,0.015939196,0.018055878,0.010126916,0.014260474,0.041025125,0.005060153,0.000678999,0.007121573,0.002930894,0.012851594,0.026525691,0.023107403,0.010632693,0.014016745,0.004985487,0.004117019,0.008657966,0.011727101,0.018586634,0.01546444,0.003584728,0.011246906,0.011934753,0.007924003,0.001898056,0.009560461,0.008838764,0.019490293,0.004900888,0.009847287,0.004665228,0.029114175,0.00365634,0.012412041,0.013916602,0.000664555,0.00838382,0.002803326,0.011855011,0.009456905,0.006325899,0.012683917,0.009256908,0.005044736,0.008724247,0.011825327,0.022117588,0.00574609,0.01343315,0.006207819,0.004205957,0.016083386,0.895209378,0.007546476,0.008024788,0.009684168,0.007420139,0.006086895,0.013113101,0.00595592,0.004889266,0.029129093,0.02404535,0.01163055,0.006682924,0.007719538,0.025743386,0.029757731,0.012104144,0.027492485,0.02372731,0.008430602,0.005413529,0.006088772,0.003540768,0.005385106,0.005231425,0.001134662,0.00128886,0.007120011,0.045402169,0.022812075,0.011333844,0.019302565,0.115391679,0.008760841,0.014547484,0.010157581,0.011285991,0.007483256,0.003092801,0.00677007,0.005956881,1,0.013764626,0.016092043,0.01102301,0.005649091,0.006917048,0.009167938,0.016452332
TURV,0.003734843,0.00051791,0.005143521,0.00049442,0.002197878,0.012052384,0.001176148,0.007179479,0.010302516,0.00801111,0.005017544,0.007178669,0.006999354,0.701940708,0.002919818,0.006983623,0.397373678,0.006480521,0.008382295,0.002191704,0.004070163,0.007245057,0.066347981,0.003562876,0.037352921,0.029835928,0.009412319,0.004620823,0.00980647,0.000422571,0.004436081,0.002589646,0.002513245,0.006749006,0.010384521,0.007159162,0.008917419,0.009232143,0.004472875,0.00055184,0.0049848,0.016193306,0.007999197,0.00843992,0.011782357,0.006987548,0.011299105,0.004459291,0.00679209,0.004039595,0.006652665,0.005788375,0.006439164,0.003079072,0.008067902,0.004170103,0.002527348,0.001740139,0.005353084,0.005574794,0.005934109,0.005793587,0.010149163,0.022031722,0.01217811,0.006006153,0.007811817,0.014021237,0.000542261,0.007375759,0.006282904,0.006801745,0.009002309,0.004837561,0.007915692,0.012670155,0.011880814,0.002420498,0.008823253,0.010449534,0.007661696,0.005097666,0.007405719,0.003348261,0.007340426,0.011045284,0.005339373,0.004309186,0.010277035,0.001714092,0.003977806,0.004675875,0.006776789,0.003792472,0.014767546,0.009293957,0.005701729,0.009274119,0.00692247,0.013626174,0.011079289,0.002984173,0.009737824,0.016037998,0.008835876,0.007630403,0.001437103,0.003055684,0.006733592,0.006275348,0.001924008,0.002689902,0.004855233,0.010555867,0.022362454,0.001476179,0.016428661,0.01087047,0.005008184,0.011730673,0.004340352,0.006754407,0.006117855,0.001508991,0.002963641,0.005610976,0.013764626,1,0.009932952,0.004957977,0.006461403,0.009556909,0.004907861,0.010016784
VIZS,0.01091802,0.000531604,0.004655696,0.002102329,0.001908491,0.007766656,0.004593474,0.007135935,0.007502293,0.004772702,0.008877562,0.011138531,0.002716099,0.005933446,0.005901162,0.014386443,0.011174649,0.006944288,0.010659223,0.006861496,0.00270711,0.010116893,0.007663752,0.002367583,0.003123935,0.013491969,0.037966407,0.01287427,0.009383871,0.000431643,0.004319439,0.004244011,0.00201048,0.010227289,0.009063399,0.007282661,0.010647544,0.013614019,0.004042094,0.000567415,0.013532017,0.002073137,0.006131187,0.008811767,0.018175888,0.01542402,0.008798498,0.007746127,0.002903906,0.009232509,0.014136117,0.045512443,0.017316531,0.001592014,0.007640199,0.013492829,0.013180781,0.001922712,0.006643198,0.022459126,0.072064624,0.008198029,0.006170823,0.004518562,0.094316487,0.008896427,0.011575887,0.102826165,0.000557292,0.007245754,0.0045889,0.033329245,0.014237686,0.002581483,0.016519668,0.005688861,0.006292045,0.006167784,0.008924685,0.019977789,0.006656445,0.005393651,0.005634305,0.00304044,0.009115306,0.018447327,0.004984315,0.00619503,0.008111419,0.003686822,0.004457915,0.011797785,0.008711653,0.006887367,0.01438628,0.010713913,0.00755841,0.005969658,0.003534963,0.010378214,0.018092753,0.007611437,0.018829837,0.011240964,0.01123216,0.011304607,0.004771972,0.002820707,0.006193629,0.007796389,0.000854012,0.002221163,0.003237019,0.010968948,0.009669429,0.00444129,0.027169553,0.018501975,0.00388776,0.007006984,0.004221012,0.0042299,0.006069126,0.001631441,0.004270497,0.006177104,0.016092043,0.009932952,1,0.021681828,0.005425612,0.006077771,0.004525392,0.010285097
WEIM,0.005246903,0.000394079,0.005154824,0.00038033,0.001947479,0.00481732,0.000697805,0.003212204,0.003087657,0.004815464,0.004682261,0.003054441,0.00206401,0.003559236,0.005515707,0.007410885,0.006567093,0.005830082,0.001809369,0.002303167,0.001818004,0.003839821,0.003050151,0.004927874,0.003751594,0.006167633,0.013121078,0.009011488,0.004607874,0.000336339,0.005745591,0.004537266,0.00045243,0.004350866,0.010053782,0.003739689,0.006930682,0.006286509,0.003856809,0.000413421,0.004310404,0.001074724,0.005175408,0.004971764,0.009818276,0.012305418,0.005586202,0.008701807,0.002683806,0.010929841,0.010836709,0.010996322,0.010646023,0.001619293,0.006568855,0.005257928,0.005363632,0.000381694,0.002867787,0.006522865,0.019335474,0.008545941,0.003796751,0.004517507,0.048614872,0.005544366,0.009724343,0.041851304,0.000408021,0.005032586,0.002142205,0.011072605,0.005670318,0.002582017,0.006511637,0.004524596,0.006981198,0.007498345,0.007756563,0.007732075,0.004014872,0.003796434,0.005146022,0.000873383,0.00984662,0.013585058,0.007949896,0.004599517,0.00710728,0.001835967,0.001857564,0.004330662,0.003809469,0.002052126,0.004895334,0.005234161,0.00657563,0.005481624,0.005305516,0.010375507,0.010809663,0.003345244,0.012163901,0.007517184,0.011741525,0.006795899,0.000767715,0.002201922,0.002763605,0.004595554,0.000547224,0.000424135,0.00274347,0.006354128,0.004704987,0.003318455,0.016927437,0.010264117,0.001985467,0.007901982,0.004327618,0.007649238,0.009093126,0.000787763,0.001924793,0.004407642,0.01102301,0.004957977,0.021681828,1,0.00442024,0.002311829,0.002609177,0.004623804
WFOX,0.004365393,0.000387791,0.006426193,0.00037447,0.002370283,0.020917868,0.000678329,0.005584762,0.00792623,0.010259001,0.009178722,0.00848334,0.011736259,0.004079202,0.002287069,0.008320981,0.009269255,0.006187103,0.005216521,0.017419743,0.000463772,0.014489076,0.005818053,0.011942866,0.003994334,0.004536203,0.007545587,0.00655537,0.008601626,0.001794348,0.011031544,0.010076784,0.011938749,0.009075594,0.010765575,0.016562418,0.005107268,0.008841676,0.003452786,0.000406506,0.003119589,0.002711696,0.013835263,0.011565888,0.006082837,0.012335219,0.005134461,0.008426377,0.004582103,0.011526129,0.005575021,0.005342674,0.01126736,0.001365671,0.011159421,0.001818062,0.005560147,0.001927962,0.020953245,0.006289086,0.005990379,0.002356939,0.005237255,0.000445469,0.005124025,0.002932494,0.006700605,0.00422882,0.000401285,0.01011673,0.007833704,0.006842472,0.005092966,0.001752853,0.002825981,0.00286464,0.00590808,0.004051373,0.005140434,0.00557035,0.00285397,0.005147908,0.004091196,0.014357135,0.009818384,0.007925573,0.004616404,0.003952279,0.005231327,0.017812001,0.019359472,0.007037474,0.005780339,0.005657311,0.014295108,0.206617821,0.005614208,0.02431589,0.000619511,0.006961269,0.011040353,0.004887468,0.006968362,0.012463809,0.005055774,0.001732566,0.000744207,0.005286402,0.006537163,0.044131798,0.000535174,0.0010532,0.001158791,0.016068137,0.005503375,0.001398445,0.001912053,0.005618434,0.007179724,0.005973434,0.017147988,0.003131643,0.004945044,0.000763031,0.001592154,0.026578753,0.005649091,0.006461403,0.005425612,0.00442024,1,0.007919713,0.006323436,0.017833352
WHIP,0.00513028,0.000442263,0.006926853,0.000953225,0.002533802,0.020475404,0.0008646,0.010731579,0.011362739,0.007846489,0.004377479,0.007727142,0.016725639,0.005800759,0.004799794,0.006038164,0.008924021,0.002781613,0.007030299,0.008347175,0.005718633,0.016665326,0.006945928,0.006386149,0.006898233,0.005945722,0.005921517,0.005169013,0.001894078,0.00037082,0.010118281,0.008522345,0.013528093,0.006455231,0.007684001,0.01114594,0.008531674,0.005270241,0.002056919,0.000466771,0.003640225,0.00460602,0.00468107,0.008971177,0.0068952,0.007479908,0.009643184,0.005474174,0.039294298,0.003617441,0.005045306,0.002786788,0.009718198,0.001807044,0.011788823,0.006255999,0.006997746,0.001924741,0.011748926,0.008006308,0.007174379,0.001656087,0.168850282,0.00391235,0.005940189,0.003874094,0.006726253,0.006724995,0.001431774,0.004042978,0.005019533,0.003674088,0.063102143,0.016960892,0.005363542,0.002759287,0.005274594,0.009009449,0.004445944,0.006652893,0.00450258,0.0023843,0.005195149,0.011677746,0.006497027,0.006498591,0.004664301,0.006758238,0.008111158,0.005405795,0.010663455,0.008753505,0.017128875,0.00345182,0.008535927,0.032670287,0.004798562,0.007122691,0.023157423,0.005544554,0.004509924,0.003969471,0.005011343,0.005448897,0.013639,0.004001355,0.000974559,0.001135076,0.00532613,0.011929219,0.000644769,0.003113329,0.001267885,0.015179232,0.004720521,0.005821471,0.004583993,0.005019482,0.005820366,0.006021846,0.018387405,0.005892937,0.00160605,0.001007095,0.002236332,0.004236945,0.006917048,0.009556909,0.006077771,0.002311829,0.007919713,1,0.005357895,0.011054232
WHWT,0.004743259,0.000414451,0.016618437,0.000399271,0.001656125,0.011764412,0.002497646,0.007977704,0.01271824,0.012596789,0.006525479,0.008019869,0.005132686,0.003680676,0.012920292,0.005001608,0.004685008,0.002307102,0.015109197,0.013365883,0.000948546,0.004783418,0.005786023,0.003198545,0.000304206,0.00625722,0.006254682,0.004060559,0.00884244,0.000351067,0.005107157,0.003550201,0.002681619,0.402532906,0.00483766,0.01290404,0.010008069,0.004944259,0.001541224,0.000435899,0.00461337,0.007957234,0.002929205,0.005758896,0.005169627,0.006743398,0.010133293,0.004208117,0.006115425,0.008271442,0.006296693,0.007053102,0.005151558,0.001728925,0.009145437,0.003378554,0.002322072,0.001800562,0.012032602,0.005741568,0.006498517,0.001556003,0.00571091,0.002568383,0.004511013,0.003618726,0.006166086,0.007255976,0.0004299,0.002014004,0.006648592,0.006858384,0.00588284,0.004485428,0.005805426,0.003931065,0.00886845,0.009568087,0.002544483,0.007227012,0.003601888,0.002369197,0.003059836,0.002591334,0.007253402,0.006551551,0.005650559,0.003251229,0.00603578,0.046988712,0.072953961,0.005697371,0.008445472,0.004884818,0.00601902,0.01268338,0.004403396,0.017697314,0.003309968,0.006914542,0.005713552,0.004188809,0.006059118,0.003874552,0.004827276,0.00300722,0.000849014,0.003585804,0.239953374,0.013544263,0.000587311,0.001221426,0.003112385,0.012783905,0.007317132,0.001953944,0.002894744,0.005616704,0.005717324,0.005486512,0.009831797,0.003027133,0.005387495,0.000873601,0.002784115,0.003931531,0.009167938,0.004907861,0.004525392,0.002609177,0.006323436,0.005357895,1,0.009671007
