,ACKR,AFGH,AIRT,AKIT,AMAL,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BEDT,BELS,BERD,BICH,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BPIC,BRIA,BRIT,BRTR,BRUS,BSJI,BULD,BULM,BULT,CAIR,CANE,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COLL,COTO,CRES,DACH,DALM,DANE,DDBX,DEER,DOBP,ECKR,ESET,ESSP,EURA,FBUL,FCR,FIEL,FINS,GLEN,GOLD,GORD,GPYR,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ICES,IRIT,ISET,ITGY,IWOF,IWSP,KEES,KELP,KOMO,KUVZ,LAB,LEON,LHSA,MAST,MBLT,MPIN,MPOO,MSNZ,NELK,NEWF,NORF,NOWT,NSDT,OES,OTTR,PAPI,PARS,PBGV,PEMB,PHAR,POM,PTWD,PUG,PULI,PUMI,RHOD,ROTT,SALU,SAMO,SCOT,SCWT,SHAR,SHIB,SHIH,SILK,SKIP,SLOU,SPIN,SPOO,SSHP,SSNZ,STAF,STBD,SVAL,TIBM,TIBS,TIBT,TPOO,TURV,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
GSNZ,0.009911756,0.000526438,0.038636108,0.0014118,0.000596595,0.015644836,0.00125776,0.007665454,0.008385401,0.005792992,0.005500885,0.007477417,0.005607464,0.007503166,0.00794792,0.017893289,0.019903728,0.007629097,0.007877483,0.005933431,0.002515102,0.011237508,0.014736448,0.008401112,0.002828608,0.011531604,0.015697822,0.230598232,0.006493209,0.000428231,0.007757378,0.007965638,0.004794779,0.007747267,0.016967538,0.008985681,0.010411215,0.009194686,0.004442297,0.000561533,0.013234872,0.001807295,0.006378115,0.010768093,0.018093336,0.015604774,0.026557361,0.017456845,0.003945199,0.051617664,0.00602392,0.014769292,0.011084198,0.002992155,0.013379108,0.006795162,0.004512215,0.005480253,0.013339446,0.008893298,0.014055557,0.004762973,0.006375198,0.013283994,0.031628776,0.005009819,1,0.019414412,0.002032894,0.012268798,0.005222753,0.012237958,0.011143666,0.006954516,0.008750461,0.016185611,0.003990998,0.019809017,0.011549365,0.019468095,0.012966415,0.004411464,0.010750101,0.008273171,0.01346685,0.008373773,0.013615766,0.008559852,0.009943516,0.007073042,0.005973827,0.01117505,0.008120473,0.005147973,0.018451761,0.015510158,0.009543967,0.013171393,0.003920027,0.026184598,0.012144205,0.007156565,0.01431824,0.009862501,0.014079029,0.018398003,0.001504743,0.001903971,0.005681459,0.0047842,0.000840757,0.002453239,0.005344483,0.025885292,0.014390378,0.010272933,0.014567074,0.013156487,0.003892911,0.072701137,0.009161709,0.012026068,0.012286869,0.001583743,0.003155585,0.008116358,0.012412041,0.007811817,0.011575887,0.009724343,0.006700605,0.006726253,0.006166086,0.019142007
GWHP,0.013282488,0.000628878,0.007858765,0.004200334,0.002203325,0.012917809,0.008365643,0.005606938,0.010106757,0.01009019,0.016894356,0.007869135,0.004987161,0.010018732,0.005023223,0.021427558,0.029544286,0.012685331,0.004017469,0.007849001,0.007600263,0.009428165,0.017795288,0.008922659,0.00365524,0.013449064,0.051466431,0.013023669,0.008712851,0.000493641,0.004306059,0.016430571,0.003520931,0.006339781,0.03366868,0.009181443,0.030884139,0.018182746,0.005938296,0.000679618,0.004075639,0.004345363,0.017962307,0.008467894,0.027965203,0.019178001,0.005384658,0.007467193,0.000558699,0.01847664,0.009798855,0.06238752,0.011853051,0.00622234,0.008773826,0.012307401,0.008559293,0.00569391,0.00937131,0.017322409,0.072480349,0.010573524,0.006285586,0.005201966,0.311374626,0.003002014,0.019414412,1,0.001087045,0.015279549,0.003278561,0.051270494,0.00640231,0.002010285,0.015543177,0.009256354,0.012252419,0.007509502,0.008815689,0.051108687,0.012751105,0.005789398,0.003864297,0.006519794,0.016870911,0.014435204,0.003448768,0.013106011,0.020604582,0.002800969,0.002332683,0.01093353,0.008882192,0.006066908,0.02228645,0.027363468,0.010473852,0.006534942,0.008198054,0.033120034,0.006291281,0.005419718,0.01721182,0.017864414,0.013590357,0.009960655,0.011304601,0.001596535,0.006249094,0.009925784,0.001136391,0.006892935,0.006171145,0.044289946,0.015231736,0.007551681,0.044703202,0.021231658,0.004775601,0.011135665,0.008198285,0.009898122,0.002378345,0.003105679,0.004731198,0.010402174,0.013916602,0.014021237,0.102826165,0.041851304,0.00422882,0.006724995,0.007255976,0.019606928
HUSK,0.001803871,0.000392263,0.000312507,0.002165449,0.170734979,0.001658452,0.00124308,0.000560808,0.005648729,0.000494578,0.001281582,0.000521001,0.001824343,0.000453739,0.000632487,0.001232307,0.00066317,0.00039157,0.000579088,0.001596337,0.000470183,0.000590203,0.000523164,0.000408967,0.00029208,0.000492216,0.002405561,0.000458296,0.000979996,0.000335015,0.001142084,0.0018034,0.000450038,0.0005903,0.000700271,0.001722816,0.001667011,0.001364059,0.001192548,0.001702112,0.000382868,0.001922523,0.000448302,0.001337162,0.00065366,0.003108386,0.002154862,0.001617458,0.00143338,0.000385317,0.000539392,0.001977309,0.001748093,0.001941057,0.00057137,0.000429392,0.000330608,0.001823838,0.000505898,0.002489213,0.000629605,0.000410019,0.002197252,0.001447493,0.001825926,0.000321314,0.002032894,0.001087045,1,0.001739287,0.001201471,0.000460232,0.001045983,0.000886749,0.001403374,0.000478263,0.005645259,0.000574728,0.000601522,0.004265218,0.000434216,0.001851858,0.000487835,0.000482246,0.000504297,0.000617045,0.000366982,0.001518682,0.004676241,0.000376176,0.00040927,0.000510377,0.000504737,0.000408232,0.00061714,0.000709536,0.00051488,0.001686421,0.000392751,0.00139719,0.001387997,0.000347771,0.000603943,0.000616119,0.003861934,0.000404607,0.000760854,0.019258549,0.000420265,0.000441906,0.00150862,0.000821654,0.001427844,0.0006985,0.00055949,0.000771669,0.000515708,0.000533517,0.002227359,0.000504788,0.000560837,0.001575819,0.00037452,0.003033512,0.001502386,0.000517693,0.000664555,0.000542261,0.000557292,0.000408021,0.000401285,0.001431774,0.0004299,0.001493019
ICES,0.005450354,0.000432921,0.005136126,0.001697184,0.006762851,0.009785739,0.000829604,0.007843479,0.009066854,0.004776757,0.002163123,0.002994235,0.004836797,0.006734668,0.006492319,0.007941851,0.012068832,0.006305174,0.011336925,0.013398523,0.00217841,0.007656328,0.005346635,0.002108439,0.004564199,0.00698016,0.00420037,0.003919006,0.00836634,0.00036423,0.001650923,0.0067784,0.002852582,0.00914993,0.006205929,0.011704031,0.01277445,0.007296241,0.001490356,0.003004951,0.00574082,0.010715664,0.005261797,0.005194742,0.011434929,0.002866177,0.009684846,0.00091766,0.003276466,0.00489611,0.003928715,0.004073195,0.003975017,0.006492672,0.005610658,0.006944662,0.004356761,0.009541475,0.007461963,0.009478054,0.005357161,0.004540854,0.005346303,0.009768859,0.0037503,0.002783179,0.012268798,0.015279549,0.001739287,1,0.006591806,0.003598047,0.005458069,0.00338359,0.006281954,0.026691883,0.002275072,0.009850683,0.008517373,0.014456358,0.008066175,0.00413879,0.003696256,0.000545193,0.01372326,0.007517011,0.008370486,0.014397805,0.008250709,0.004890602,0.005329194,0.006907915,0.008071869,0.001225579,0.012008901,0.006274477,0.003723491,0.008289249,0.002130026,0.021425499,0.011092195,0.006339119,0.024179775,0.01382132,0.007166471,0.003953902,0.000930323,0.012638357,0.00721631,0.004308638,0.000625104,0.004079546,0.00329862,0.006005393,0.021191957,0.000946544,0.006308864,0.005944579,0.012167044,0.00992306,0.006920682,0.006052162,0.022766016,0.000959927,0.002084506,0.00421216,0.00838382,0.007375759,0.007245754,0.005032586,0.01011673,0.004042978,0.002014004,0.00982661
IRIT,0.004594898,0.000306416,0.021031549,0.000298038,0.003397573,0.01174143,0.001882854,0.004415752,0.006093321,0.019988951,0.005663547,0.007199387,0.014561782,0.002821898,0.007892732,0.007251317,0.005050849,0.002371085,0.005978678,0.013599725,0.001126863,0.011920702,0.006208296,0.013050184,0.002632938,0.003580166,0.005466463,0.001963866,0.005515073,0.000270331,0.007342552,0.004779989,0.006947112,0.006888338,0.004840405,0.0054085,0.004511911,0.003230325,0.003956399,0.000317983,0.004110166,0.003609269,0.003794085,0.006762932,0.003650884,0.007069034,0.003704065,0.004830898,0.005099225,0.005676069,0.009715235,0.005268381,0.007666968,0.000336466,0.015524665,0.002831636,0.00965718,0.001195558,0.028460537,0.007809658,0.006222444,0.002702859,0.005972065,0.003996294,0.005630711,0.003339806,0.005222753,0.003278561,0.001201471,0.006591806,1,0.003931493,0.004053673,0.003988128,0.004911115,0.004345243,0.004461486,0.000407467,0.00486989,0.008001087,0.002056055,0.005522687,0.002576364,0.005754936,0.014530604,0.002267466,0.005821464,0.003225265,0.004372923,0.020626853,0.014831033,0.007221397,0.006773575,0.004307683,0.008870981,0.016948078,0.004059953,0.00649945,0.002104303,0.005238384,0.005594201,0.003887471,0.007832096,0.00281342,0.009719145,0.005195624,0.000492964,0.009779226,0.009327922,0.132631223,0.001267531,0.002395994,0.002593959,0.020603426,0.010961114,0.001783082,0.001669442,0.004859919,0.005681292,0.005205503,0.012314836,0.001641806,0.007584698,0.000501153,0.001134185,0.010879625,0.002803326,0.006282904,0.0045889,0.002142205,0.007833704,0.005019533,0.006648592,0.021634949
ISET,0.013236011,0.000442571,0.005445553,0.000425304,0.002441329,0.007730567,0.004033859,0.005073697,0.007556292,0.005818046,0.006546987,0.006516779,0.004078558,0.005034701,0.004632206,0.012972147,0.006932456,0.004041959,0.004955532,0.003312645,0.003762575,0.009945649,0.006817018,0.002427395,0.001808258,0.005037546,0.044058514,0.007415453,0.012273322,0.000371036,0.003899289,0.004339087,0.000517531,0.007237693,0.009769259,0.00699628,0.024464702,0.0079439,0.004374326,0.000467114,0.015252952,0.001600173,0.004280355,0.006646595,0.007712751,0.017374889,0.005975331,0.004263576,0.004090674,0.006063374,0.012438148,0.06128325,0.018546828,0.000508116,0.009620009,0.012030284,0.01083766,0.001668057,0.008715635,0.034716057,0.113210115,0.005260599,0.004807886,0.00210332,0.029889474,0.003010259,0.012237958,0.051270494,0.000460232,0.003598047,0.003931493,1,0.005383945,0.002855921,0.026522809,0.003634705,0.00768562,0.004153443,0.005706712,0.017837551,0.006823809,0.004954665,0.005417589,0.003082228,0.011425519,0.010429519,0.002135121,0.005399869,0.007466504,0.006225168,0.004177929,0.011106795,0.012388209,0.004124577,0.008169368,0.01451055,0.007799274,0.006519885,0.003116202,0.004720752,0.01451405,0.001445575,0.009249879,0.011114162,0.010961741,0.004331821,0.001463102,0.001239688,0.005298893,0.005284404,0.000645424,0.003494352,0.00285354,0.01053241,0.005676195,0.003752097,0.02504918,0.016125315,0.004228134,0.004861257,0.005817562,0.003172291,0.007241393,0.001008694,0.003413784,0.006470234,0.011855011,0.006801745,0.033329245,0.011072605,0.006842472,0.003674088,0.006858384,0.008191639
ITGY,0.008355944,0.000463851,0.006203574,0.001689654,0.003123533,0.012002894,0.004611394,0.009964901,0.008210524,0.008358022,0.004168689,0.011475536,0.0086992,0.007932557,0.005766275,0.00841656,0.014718473,0.00790846,0.00488598,0.009964213,0.007730365,0.011816678,0.006893061,0.005672481,0.003421881,0.004257659,0.007567809,0.004538186,0.012932749,0.000385877,0.007800142,0.005876781,0.00660893,0.007800416,0.008380891,0.008810013,0.008147427,0.011979795,0.003772997,0.000490883,0.005564853,0.006546666,0.009265133,0.006291603,0.011686897,0.019606864,0.008735414,0.004789513,0.016511813,0.006219769,0.007364959,0.004749378,0.006076119,0.003869919,0.007053281,0.007512382,0.004036821,0.003906538,0.006179111,0.00876036,0.008265403,0.003557969,0.048775392,0.003695211,0.007415946,0.004251724,0.011143666,0.00640231,0.001045983,0.005458069,0.004053673,0.005383945,1,0.010504651,0.006754491,0.007166678,0.004950206,0.005007072,0.009942749,0.01147855,0.00617784,0.005637287,0.005240804,0.004431516,0.011501455,0.011758248,0.005771201,0.007542259,0.007763149,0.002703709,0.003181336,0.007632749,0.008200778,0.002283366,0.009826429,0.014756665,0.005629275,0.006102743,0.008560616,0.008387113,0.00682954,0.010572816,0.009810686,0.013626724,0.014085755,0.004604663,0.003420386,0.002202958,0.004933493,0.007919331,0.000691701,0.002220324,0.002754055,0.016209123,0.016667542,0.003199262,0.009151067,0.007555849,0.003547912,0.008799223,0.007489055,0.002680171,0.005164076,0.001126477,0.001769457,0.006871057,0.009456905,0.009002309,0.014237686,0.005670318,0.005092966,0.063102143,0.00588284,0.011489577
IWOF,0.006453327,0.000372406,0.003309375,0.0008428,0.00150064,0.004696541,0.006821732,0.00445228,0.005448712,0.003321885,0.005163515,0.004577996,0.003809916,0.003415852,0.002598099,0.002597737,0.008749308,0.007881806,0.003691,0.00385225,0.015164729,0.004013055,0.012409676,0.00359171,0.004006736,0.005618769,0.005010296,0.01206991,0.003370132,0.000320423,0.004126243,0.009900518,0.003820489,0.00542324,0.008835303,0.005364577,0.004954589,0.005243253,0.001565295,0.000389632,0.004629703,0.002492688,0.001237467,0.002750874,0.003953031,0.002666323,0.080591809,0.003842387,0.169086075,0.002785846,0.003980479,0.003693472,0.002909887,0.001352774,0.004063627,0.005830153,0.002214831,0.00159335,0.006729278,0.003273759,0.002194844,0.01192562,0.040917875,0.001575167,0.004727064,0.007605325,0.006954516,0.002010285,0.000886749,0.00338359,0.003988128,0.002855921,0.010504651,1,0.002822731,0.003875322,0.006608312,0.001650751,0.004320828,0.005793399,0.011062093,0.00143667,0.011432848,0.004913795,0.001940973,0.004889555,0.002073019,0.001968379,0.005730287,0.003208022,0.004321933,0.003531728,0.005195418,0.005691741,0.002469833,0.003587532,0.003768189,0.002856511,0.005111806,0.003720191,0.00270823,0.002891273,0.004253908,0.001654964,0.017463772,0.013734235,0.000689536,0.0008857,0.002885515,0.002840563,0.000506306,0.000399134,0.001502678,0.004751333,0.004242195,0.001832155,0.002559665,0.003602588,0.004227277,0.004575827,0.003193323,0.013987303,0.005450519,0.000705666,0.001544341,0.002346275,0.006325899,0.004837561,0.002581483,0.002582017,0.001752853,0.016960892,0.004485428,0.002541545
IWSP,0.025391399,0.000465833,0.006006588,0.000952555,0.004494855,0.012627373,0.002617489,0.007512736,0.013327162,0.007674802,0.009957262,0.006408471,0.003716919,0.006879819,0.006357203,0.011978488,0.007576437,0.007551099,0.006922564,0.005513742,0.002844663,0.009123552,0.006465504,0.003140635,0.002469313,0.006925459,0.022685065,0.004002048,0.010772485,0.000387248,0.00715113,0.00623247,0.004126329,0.008909527,0.008566555,0.006721935,0.040021057,0.011160625,0.002760142,0.000493103,0.012458407,0.003455128,0.00838974,0.007055232,0.012359083,0.017713827,0.004914297,0.004269018,0.003560584,0.009307379,0.026086404,0.02213684,0.018442597,0.000539019,0.012121449,0.023028689,0.011604633,0.001833143,0.008962065,0.027506905,0.028167845,0.004333719,0.005957385,0.002344793,0.018250698,0.00420684,0.008750461,0.015543177,0.001403374,0.006281954,0.004911115,0.026522809,0.006754491,0.002822731,1,0.003906833,0.00801834,0.000747753,0.004889032,0.026462562,0.004127306,0.002497616,0.007236677,0.004387003,0.009196319,0.012262631,0.004065337,0.005820309,0.012033306,0.00629685,0.005905977,0.013559295,0.011015964,0.003094572,0.009123475,0.008030189,0.00812613,0.007461122,0.002673643,0.010960824,0.012878215,0.005693021,0.012184084,0.01373541,0.010341143,0.005963953,0.001096854,0.003363687,0.006537838,0.005092875,0.000696118,0.002931413,0.002471758,0.014963335,0.008952656,0.003558687,0.012416212,0.013455843,0.006946461,0.007157862,0.009207192,0.003175166,0.003183934,0.001138241,0.003659303,0.004975264,0.012683917,0.007915692,0.016519668,0.006511637,0.002825981,0.005363542,0.005805426,0.016792603
KEES,0.00508705,0.000459219,0.006847835,0.000440656,0.001981011,0.008920831,0.002553297,0.010143437,0.007861815,0.005084871,0.005851885,0.004881313,0.002430084,0.009760694,0.005572371,0.011083368,0.028265575,0.006308563,0.006523491,0.002761243,0.002442442,0.004737378,0.008590454,0.004846435,0.00898912,0.006049965,0.005064556,0.00782724,0.012609284,0.000382667,0.003519913,0.002892522,0.003512197,0.006972525,0.007876311,0.010999715,0.007478414,0.01109597,0.003488253,0.004292411,0.007414223,0.008082234,0.006119777,0.008393397,0.018627085,0.006805409,0.014958624,0.004570285,0.002325507,0.010300743,0.004337733,0.005200161,0.00858282,0.077829984,0.00725569,0.005814801,0.00611736,0.002296173,0.007376434,0.003373605,0.004061223,0.004855924,0.003686238,0.007368776,0.008206662,0.006690999,0.016185611,0.009256354,0.000478263,0.026691883,0.004345243,0.003634705,0.007166678,0.003875322,0.003906833,1,0.003198336,0.005441063,0.012336685,0.007470357,0.00936862,0.00472034,0.006325407,0.003289059,0.015003716,0.006303038,0.017393724,0.009583536,0.004897073,0.007127926,0.005174937,0.009186353,0.005759181,0.001654302,0.02421444,0.012970802,0.00419581,0.009716665,0.00267025,0.048584873,0.010095503,0.012054173,0.026831947,0.023541506,0.009703364,0.011003933,0.001060878,0.011558754,0.003453204,0.004646612,0.000681452,0.001288627,0.003663938,0.007970955,0.029713675,0.002807357,0.007762762,0.017686021,0.009243865,0.026042573,0.009856911,0.007215508,0.02790996,0.002175312,0.003054651,0.009033322,0.009256908,0.012670155,0.005688861,0.004524596,0.00286464,0.002759287,0.003931065,0.00800186
KELP,0.005736588,0.000511741,0.016810565,0.000488795,0.006637286,0.008438874,0.001176999,0.075320901,0.053371249,0.013168387,0.006615376,0.006810772,0.007898155,0.004589451,0.092873765,0.0098972,0.011466796,0.001982252,0.221375282,0.00516968,0.000652896,0.012142353,0.007453727,0.003964159,0.002559345,0.006060026,0.00783261,0.011433334,0.011964642,0.000418455,0.006896552,0.005592863,0.004321106,0.014120984,0.00602331,0.076784113,0.009940427,0.011116844,0.005344829,0.000544842,0.00471073,0.035382843,0.004926263,0.003068187,0.012686231,0.009722248,0.005728336,0.003441103,0.005379203,0.002075618,0.007361404,0.007476394,0.009255753,0.002797638,0.003444942,0.009064378,0.008742894,0.002628505,0.013791098,0.009165189,0.012043771,0.002112797,0.010877814,0.004352133,0.003868185,0.001754484,0.003990998,0.012252419,0.005645259,0.002275072,0.004461486,0.00768562,0.004950206,0.006608312,0.00801834,0.003198336,1,0.001801455,0.005378412,0.005767238,0.002160319,0.000905268,0.00565249,0.007510702,0.005569584,0.00447475,0.004230636,0.011579318,0.007731221,0.001927008,0.008724781,0.024641725,0.051788028,0.011018439,0.006128598,0.015543253,0.009036714,0.049037942,0.006429942,0.005982236,0.009311317,0.001796924,0.010915274,0.000972886,0.010794225,0.006907611,0.00139059,0.005651168,0.007363354,0.014917845,0.000803886,0.002790722,0.003043665,0.017508946,0.006986978,0.005606036,0.008777683,0.003846326,0.044050422,0.006450376,0.009065738,0.003282607,0.008717921,0.00145779,0.002600456,0.002194224,0.005044736,0.011880814,0.006292045,0.006981198,0.00590808,0.005274594,0.00886845,0.017104604
KOMO,0.002962649,0.005846694,0.004074385,0.000521268,0.00455725,0.005717483,0.008494685,0.005894659,0.002957471,0.00320748,0.009048223,0.004306669,0.001431106,0.001549867,0.001956225,0.008186473,0.005640109,0.002947303,0.006360437,0.000600865,0.007847088,0.004513113,0.002720532,0.004355427,0.000370223,0.00424084,0.004795582,0.002312305,0.007974264,0.000442029,0.003878173,0.005121575,0.002183258,0.005468822,0.007962569,0.004152732,0.005145045,0.016294717,0.002613232,0.000585499,0.005513634,0.000528126,0.015279401,0.008724012,0.010652252,0.004918883,0.016526225,0.006195089,0.002666014,0.00426848,0.003805422,0.003444859,0.011457581,0.000651383,0.004238797,0.005406957,0.001968035,0.004701715,0.005730793,0.005265744,0.008646153,0.003919804,0.011406257,0.004015091,0.009245219,0.007692465,0.019809017,0.007509502,0.000574728,0.009850683,0.000407467,0.004153443,0.005007072,0.001650751,0.000747753,0.005441063,0.001801455,1,0.035776322,0.008266253,0.008053254,0.004727136,0.002477153,0.008933881,0.003574998,0.004279658,0.003135185,0.005460999,0.004754154,0.004423696,0.002427182,0.005176291,0.009781421,0.004127843,0.007996506,0.001456179,0.005548015,0.003088029,0.002985298,0.012612743,0.006393335,0.00801638,0.01905637,0.019289636,0.012326325,0.009456362,0.017503327,0.004127547,0.005054273,0.008947993,0.000895649,0.001928949,0.003304097,0.009722388,0.009262822,0.00615004,0.002634874,0.016961345,0.00058592,0.010076923,0.006311458,0.007380818,0.003317277,0.001790447,0.002432908,0.002179621,0.008724247,0.002420498,0.006167784,0.007498345,0.004051373,0.009009449,0.009568087,0.01025988
KUVZ,0.007741515,0.002548637,0.005268995,0.000543215,0.001870389,0.016715676,0.005747039,0.007018982,0.007940477,0.005735218,0.004879449,0.004575193,0.002194858,0.007398337,0.004440443,0.00876137,0.008623863,0.00757914,0.00496693,0.004987856,0.006157118,0.008581294,0.009418878,0.007632002,0.006107807,0.006588255,0.007670207,0.00707491,0.003187706,0.00045771,0.003554863,0.010694299,0.004115687,0.005479595,0.010594716,0.006643498,0.009036025,0.011325488,0.006730944,0.000613332,0.002677125,0.001846882,0.007255447,0.003658614,0.016634,0.008315205,0.01531548,0.005615996,0.003667609,0.004569515,0.005679245,0.005868108,0.01050256,0.004260913,0.006579323,0.004480243,0.002763148,0.002095908,0.007210676,0.0126611,0.011727491,0.005871207,0.006734162,0.015005928,0.013819496,0.006147655,0.011549365,0.008815689,0.000601522,0.008517373,0.00486989,0.005706712,0.009942749,0.004320828,0.004889032,0.012336685,0.005378412,0.035776322,1,0.009232483,0.007451269,0.005474129,0.006488002,0.00424687,0.007019854,0.012682026,0.004379741,0.007761072,0.00555392,0.003952062,0.003058657,0.004944812,0.006156111,0.002176196,0.009794669,0.015244922,0.00511706,0.004252581,0.003868703,0.018347133,0.008448297,0.00831475,0.024252151,0.023948878,0.011039688,0.005988641,0.015377637,0.003932382,0.003638837,0.005539053,0.000962462,0.000637211,0.006098255,0.011865425,0.009470226,0.006848257,0.016720814,0.009104215,0.004553364,0.009200591,0.00734018,0.011968741,0.006271045,0.002078942,0.003290752,0.005506971,0.011825327,0.008823253,0.008924685,0.007756563,0.005140434,0.004445944,0.002544483,0.00823916
LAB,0.012887675,0.000574634,0.011963221,0.002753178,0.010459299,0.020832684,0.00673154,0.02093307,0.017221806,0.008925574,0.004693008,0.00958563,0.007210641,0.008271928,0.009056598,0.012990347,0.017257083,0.010388494,0.009674119,0.009114429,0.00359888,0.012895665,0.010045679,0.009340431,0.003055442,0.013485789,0.023123314,0.012017146,0.005785877,0.000459587,0.015383248,0.014267217,0.00583399,0.008447561,0.021659958,0.01453252,0.037387496,0.011616815,0.00358352,0.000616706,0.017106581,0.007543348,0.009111847,0.010066152,0.015531713,0.021345894,0.017847201,0.010683027,0.004776499,0.006103309,0.022409329,0.035349427,0.022446758,0.002015134,0.020344094,0.150085334,0.009874515,0.001953704,0.010616127,0.112417889,0.029182419,0.005399289,0.012861762,0.006749574,0.019312128,0.00405229,0.019468095,0.051108687,0.004265218,0.014456358,0.008001087,0.017837551,0.01147855,0.005793399,0.026462562,0.007470357,0.005767238,0.008266253,0.009232483,1,0.007204445,0.0038938,0.014726998,0.006968767,0.010524458,0.01274353,0.006282521,0.006093445,0.0654674,0.006746983,0.005604459,0.045492261,0.016443431,0.003947981,0.011755809,0.027038709,0.007961311,0.01463949,0.007639266,0.011607597,0.011762116,0.005211291,0.007996649,0.009618961,0.018147492,0.005119457,0.001979242,0.002979727,0.005943468,0.008472473,0.000970796,0.002752814,0.004729983,0.024424119,0.012288852,0.004936145,0.015102242,0.015146416,0.008553737,0.009535419,0.011649098,0.013031497,0.005829668,0.00211822,0.003210063,0.010072697,0.022117588,0.010449534,0.019977789,0.007732075,0.00557035,0.006652893,0.007227012,0.014928678
LEON,0.006016194,0.000418461,0.00636678,0.002492805,0.003372735,0.009786309,0.002061945,0.005299811,0.009795407,0.005749119,0.0033841,0.003307656,0.002715941,0.006406488,0.001978711,0.004581478,0.021911486,0.027761884,0.004750237,0.004893574,0.00359063,0.007029165,0.012976671,0.003809718,0.024203696,0.007978845,0.007381374,0.031377964,0.007093104,0.001552916,0.005815249,0.011214089,0.002679532,0.00365367,0.015603816,0.00577781,0.00938433,0.00489032,0.002723681,0.000440336,0.004777221,0.002479986,0.006679032,0.003946967,0.007630352,0.00635908,0.049046599,0.007788616,0.003242864,0.009725726,0.004769818,0.006704996,0.006099214,0.002933779,0.006012445,0.004819295,0.0043979,0.002735009,0.00409946,0.004565978,0.006685536,0.003289122,0.00583118,0.051449998,0.009759979,0.022989446,0.012966415,0.012751105,0.000434216,0.008066175,0.002056055,0.006823809,0.00617784,0.011062093,0.004127306,0.00936862,0.002160319,0.008053254,0.007451269,0.007204445,1,0.003973026,0.02397617,0.003185881,0.007410126,0.006860009,0.007086714,0.005727734,0.020738283,0.00245755,0.005375422,0.014764736,0.006229205,0.00752791,0.007269268,0.018633169,0.003357309,0.00257741,0.002816951,0.011176697,0.007849534,0.002418919,0.010043217,0.008584573,0.012656864,0.04655175,0.002740666,0.003231523,0.007967218,0.004830954,0.000595396,0.000452511,0.002090608,0.007320173,0.008366274,0.003575555,0.009010456,0.006161204,0.004442593,0.0115232,0.006780561,0.085731549,0.003824065,0.00089161,0.001799894,0.004345955,0.00574609,0.007661696,0.006656445,0.004014872,0.00285397,0.00450258,0.003601888,0.005973902
LHSA,0.005190168,0.001998655,0.001801309,0.00227126,0.001725677,0.00772393,0.001466164,0.003907852,0.005797112,0.005050742,0.002703749,0.002409053,0.003691313,0.002727258,0.002845791,0.01311334,0.006541457,0.002404448,0.003754989,0.004161939,0.002327509,0.0078082,0.005461545,0.00059438,0.00192553,0.002654843,0.005025168,0.003285056,0.014162135,0.000450009,0.004029473,0.001882291,0.001914705,0.006344473,0.005866365,0.002901794,0.006408356,0.022602781,0.039290949,0.004250058,0.005917885,0.00204465,0.014029625,0.021224451,0.017849809,0.007080252,0.002838332,0.001531059,0.000503453,0.00440716,0.00600013,0.005025883,0.007355073,0.0027649,0.006819287,0.003182737,0.00385466,0.001885793,0.002598543,0.000771727,0.004641755,0.001719535,0.003365663,0.002305881,0.00758946,0.00140719,0.004411464,0.005789398,0.001851858,0.00413879,0.005522687,0.004954665,0.005637287,0.00143667,0.002497616,0.00472034,0.000905268,0.004727136,0.005474129,0.0038938,0.003973026,1,0.003956811,0.000762851,0.006623261,0.008882022,0.004574573,0.007151365,0.005211983,0.003477439,0.003057183,0.003841911,0.00423754,0.002272268,0.012195456,0.008471576,0.004322016,0.005130014,0.001461054,0.012257816,0.005231355,0.018652992,0.006554501,0.006618322,0.005184204,0.002667901,0.005004717,0.001973254,0.002368433,0.003720614,0.004164564,0.004636783,0.377054235,0.01291723,0.009207589,0.003544087,0.004390333,0.008611351,0.00306557,0.007991245,0.004942878,0.003861093,0.006547455,0.028746116,0.157978559,0.059217365,0.01343315,0.005097666,0.005393651,0.003796434,0.005147908,0.0023843,0.002369197,0.010351322
