,ACKR,AFGH,AIRT,AKIT,AMAL,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BEDT,BELS,BERD,BICH,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BPIC,BRIA,BRIT,BRTR,BRUS,BSJI,BULD,BULM,BULT,CAIR,CANE,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COLL,COTO,CRES,DACH,DALM,DANE,DDBX,DEER,DOBP,ECKR,ESET,ESSP,EURA,FBUL,FCR,FIEL,FINS,GLEN,GOLD,GORD,GPYR,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ICES,IRIT,ISET,ITGY,IWOF,IWSP,JACK,KEES,KELP,KOMO,KUVZ,LAB,LEON,LHSA,MAST,MBLT,MPIN,MPOO,MSNZ,NELK,NEWF,NORF,NOWT,NSDT,OES,OTTR,PAPI,PARS,PBGV,PEMB,PHAR,POM,PTWD,PUG,PULI,PUMI,RHOD,ROTT,SALU,SAMO,SCOT,SCWT,SHAR,SHIB,SHIH,SILK,SKIP,SLOU,SPIN,SPOO,SSHP,SSNZ,STAF,STBD,SVAL,TIBM,TIBS,TIBT,TPOO,TURV,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
PUMI,0.881196307,0.88354602,0.852111884,0.858875915,0.878821869,0.921168225,0.928425277,0.916510108,0.919434176,0.90304685,0.882345776,0.896956144,0.862175412,0.88944785,0.884362253,0.927627772,0.931030063,0.873157193,0.913187657,0.872937079,0.899739322,0.896566548,0.909955464,0.794700806,0.84281092,0.897522457,0.917249752,0.887161661,0.89799996,0.819173032,0.853429585,0.874351258,0.819761306,0.917197448,0.934146227,0.911179102,0.900308951,0.943905894,0.869930067,0.857108329,0.860606439,0.84587043,0.890777915,0.913907734,0.930114753,0.90377545,0.907428174,0.866178516,0.853798307,0.879460175,0.900996126,0.904912958,0.883894415,0.892559471,0.890072969,0.874938411,0.865424394,0.887468342,0.887023266,0.893544711,0.923019475,0.894978687,0.892015637,0.878909289,0.924575266,0.849146406,0.914132828,0.936293691,0.874463882,0.900373244,0.84769344,0.884247447,0.896036905,0.859391998,0.89909521,0.93867892,0.899260701,0.894518394,0.918667146,0.926639545,0.921343651,0.884739131,0.919101217,0.880704378,0.83550956,0.901547617,0.924185036,0.859050143,0.922744469,0.905227651,0.855181964,0.866503846,0.898175902,0.901985405,0.869257505,0.921426744,0.936116467,0.906100252,0.89163512,0.881053536,0.928754294,0.905421757,0.857276933,0.935528529,1,0.903149474,0.881345609,0.930430946,0.891362262,0.880365476,0.876665559,0.886391472,0.872970482,0.882945383,0.935279817,0.91213311,0.940451267,0.910401626,0.904323737,0.867223549,0.912155574,0.887337843,0.886460781,0.879837346,0.918738652,0.896591202,0.906635676,0.933667335,0.90388182,0.909603477,0.874863132,0.869166617,0.883220219,0.882999524,0.922900928
RHOD,0.870512529,0.871323794,0.847785739,0.849704572,0.867271665,0.919544421,0.914008914,0.904659793,0.908447354,0.889569241,0.87554367,0.886983442,0.853279283,0.878674851,0.87708704,0.909923899,0.918482114,0.865957141,0.903951303,0.867648243,0.888856807,0.894492307,0.900708442,0.797207647,0.835366252,0.88862146,0.906671477,0.877441435,0.886878105,0.816527034,0.860263021,0.875240223,0.82294711,0.903114725,0.925043724,0.898925625,0.891807264,0.926785792,0.857874433,0.845707277,0.855857711,0.842019362,0.874690259,0.900702498,0.916162261,0.895930435,0.908533332,0.866321781,0.856360146,0.870333928,0.888303357,0.894544613,0.876145793,0.87914351,0.887060323,0.866604067,0.853952016,0.872949746,0.88124132,0.884095672,0.913803485,0.882860057,0.887932941,0.866006662,0.911488642,0.843737314,0.90333303,0.923461452,0.860509906,0.885065019,0.847272714,0.87481504,0.887646833,0.860224256,0.887378256,0.926663749,0.884921826,0.883433972,0.901883751,0.912380367,0.913525597,0.880249024,0.903562936,0.878212064,0.837785183,0.88969233,0.911536324,0.847218509,0.906984045,0.894762481,0.847577645,0.857939959,0.889030506,0.892195137,0.860858638,0.909241562,0.924343742,0.894237828,0.883138705,0.871932883,0.912007456,0.892417278,0.842035237,0.909411193,0.903149474,1,0.875357516,0.917623571,0.876104182,0.86837074,0.871785742,0.873987731,0.862571895,0.870795174,0.921778125,0.89471814,0.927786288,0.899581851,0.889983666,0.862387091,0.895028052,0.88557281,0.880066939,0.865209943,0.903459811,0.883010334,0.89033212,0.915386032,0.891664712,0.898552869,0.868118901,0.856661485,0.880602042,0.8687239,0.90961333
ROTT,0.850699297,0.846399781,0.825007957,0.825607662,0.843993905,0.890441775,0.886621226,0.882952077,0.883594447,0.867731452,0.854447193,0.8638738,0.832360657,0.85836488,0.853306235,0.887088648,0.896327982,0.845570332,0.88097923,0.844652094,0.866599777,0.867039341,0.877751259,0.773146155,0.81701148,0.868595642,0.884399361,0.901321759,0.86272912,0.789827678,0.830888587,0.848860681,0.800341909,0.879504083,0.9025915,0.877785821,0.866764429,0.900812415,0.838631186,0.824102239,0.832957382,0.824425609,0.852694095,0.877999173,0.892774749,0.87234512,0.88438081,0.840314505,0.83062161,0.851810969,0.869017819,0.870740994,0.854763511,0.855780806,0.861540325,0.845186865,0.834785526,0.850634545,0.854313767,0.86098921,0.887336852,0.863218418,0.861627689,0.846055502,0.888568574,0.827786878,0.88096338,0.899560302,0.837676435,0.864037322,0.821993792,0.854215172,0.863308689,0.838566464,0.865751897,0.900541864,0.863714874,0.860304146,0.880541811,0.889622777,0.887005971,0.862657864,0.879670072,0.85540762,0.814457679,0.867073148,0.889483893,0.828057743,0.886011935,0.873951894,0.82682956,0.835272325,0.86515213,0.867295615,0.840327413,0.885329966,0.896397628,0.872291869,0.860566674,0.847364761,0.888298907,0.869633071,0.826342865,0.8872892,0.881345609,0.875357516,1,0.890208935,0.854856854,0.847740759,0.847153495,0.849574189,0.838574987,0.846929485,0.897203632,0.87566507,0.901816288,0.876306838,0.868569377,0.84007599,0.875306093,0.858394929,0.859963241,0.848334791,0.878518944,0.858216971,0.868119657,0.894277545,0.871117831,0.875286953,0.848070943,0.835568896,0.856333882,0.84937211,0.886298823
SALU,0.890238965,0.934260439,0.86076782,0.890394546,0.905379482,0.930115306,0.970217824,0.927918193,0.930069157,0.91265955,0.895507487,0.908717137,0.868106807,0.899815441,0.895319835,0.93668822,0.941908325,0.883100676,0.926280055,0.882738199,0.919360876,0.905552006,0.917189061,0.804283721,0.850148897,0.908739594,0.928983919,0.895332446,0.907746422,0.867172339,0.864286551,0.884243791,0.828273966,0.924968908,0.945004054,0.918915832,0.908336871,0.956285394,0.886578753,0.893033605,0.870091101,0.858619508,0.904562366,0.923607588,0.942589945,0.91631493,0.921469311,0.877198035,0.86462615,0.891793262,0.90925326,0.9136291,0.895500559,0.916038104,0.896911781,0.884041852,0.872950618,0.907641987,0.893997741,0.900228526,0.934219992,0.909898913,0.90229331,0.886799636,0.935172433,0.858150294,0.923201814,0.946697667,0.90485505,0.912081378,0.859527016,0.894656496,0.908963329,0.874288046,0.906255132,0.947567008,0.907481632,0.904933227,0.932906747,0.940890405,0.931087467,0.896996225,0.940721344,0.891461643,0.845049608,0.908926036,0.935910708,0.865967544,0.936741326,0.91313321,0.863276835,0.874228242,0.906212909,0.909420881,0.880991054,0.932372199,0.942636477,0.916094857,0.903245783,0.896328006,0.937497174,0.913299903,0.865390485,0.936188045,0.930430946,0.917623571,0.890208935,1,0.912970313,0.888481015,0.886202455,0.920461625,0.902646753,0.901821935,0.943877742,0.92010605,0.971141882,0.92369293,0.914729127,0.879252641,0.918150474,0.894501709,0.897486269,0.88938648,0.961186011,0.921098842,0.922290382,0.941046248,0.91327817,0.920582787,0.887675039,0.873346783,0.894995321,0.890237747,0.929246171
SAMO,0.854558057,0.870140958,0.828402484,0.861295492,0.880941157,0.893797777,0.909409218,0.890632104,0.894040144,0.875711724,0.85954408,0.870434043,0.832463403,0.864077319,0.861913702,0.897134572,0.902779469,0.850189491,0.890071361,0.848988853,0.874432965,0.869952504,0.880009995,0.773862277,0.820218182,0.871949602,0.888994053,0.8614386,0.872398664,0.81465983,0.831674917,0.84986375,0.799965212,0.887817753,0.901854803,0.883174859,0.871550318,0.914181403,0.852132837,0.863613323,0.838235722,0.826573726,0.862792476,0.88559987,0.899753923,0.877732788,0.879592231,0.841805188,0.832017675,0.855660541,0.869325644,0.875043805,0.858101158,0.895874495,0.863122548,0.850044893,0.836323022,0.874671931,0.859309684,0.865313465,0.89319161,0.870995096,0.862895617,0.852050813,0.895258498,0.8278279,0.88510161,0.905568223,0.881020845,0.8833317,0.827924866,0.856672209,0.870089229,0.839258182,0.869592377,0.908869976,0.877484219,0.871866334,0.889761083,0.898855208,0.893307749,0.863030565,0.899164855,0.856214373,0.81541555,0.873282983,0.896457414,0.835693298,0.900214919,0.877060456,0.831450296,0.842949974,0.870656013,0.875422727,0.846020818,0.894856884,0.904960141,0.878313066,0.869564388,0.857283005,0.900392023,0.876029104,0.8349115,0.898148883,0.891362262,0.876104182,0.854856854,0.912970313,1,0.852773552,0.85249141,0.884464018,0.87134686,0.865850411,0.903605036,0.884343091,0.916577675,0.883488626,0.875104652,0.846766726,0.883004948,0.860190165,0.861854818,0.857318901,0.916859809,0.883410985,0.880483337,0.899599922,0.876303196,0.88130103,0.851132906,0.840309079,0.85882966,0.85654359,0.892095286
SCOT,0.849272149,0.844605526,0.828207492,0.825322333,0.844839284,0.888648516,0.884833526,0.880017983,0.882032785,0.869573497,0.849693594,0.864886964,0.832167013,0.855860703,0.852361773,0.886120686,0.891854801,0.839992941,0.880339768,0.848289154,0.862810655,0.867802883,0.874888203,0.772693314,0.813835784,0.865649934,0.881754948,0.852662777,0.862319146,0.789120363,0.830842176,0.84872125,0.803918375,0.913257613,0.897277947,0.877373056,0.862345171,0.901243056,0.836048528,0.822059008,0.833436873,0.821429938,0.853628591,0.877483137,0.892202097,0.869269803,0.872914447,0.837638261,0.827964399,0.84836706,0.864369775,0.868403039,0.853549395,0.855129437,0.86038131,0.84411899,0.831591132,0.85240197,0.858057132,0.857354713,0.886640111,0.860921519,0.859047183,0.843614401,0.883660008,0.818309323,0.878202571,0.895164663,0.837613695,0.863344646,0.824374617,0.850675839,0.862999421,0.832932882,0.861466425,0.902809431,0.862367901,0.861179322,0.879489316,0.885386632,0.88474169,0.854326948,0.880732125,0.853666669,0.817172651,0.863899088,0.886813586,0.829373574,0.883266174,0.867410591,0.840671379,0.857618042,0.862471436,0.866852458,0.84128324,0.884573496,0.898694468,0.871325574,0.862126471,0.84819057,0.885766113,0.866015051,0.826463115,0.88746278,0.880365476,0.86837074,0.847740759,0.888481015,0.852773552,1,0.850583943,0.848857607,0.838934883,0.85124206,0.898731547,0.87447412,0.898985451,0.874724195,0.86686538,0.839344333,0.873198792,0.858467087,0.851918441,0.845999811,0.876732236,0.859556509,0.868109086,0.889648348,0.868870354,0.872416571,0.844235808,0.836940626,0.85540529,0.89909345,0.886880386
SCWT,0.84703493,0.843107253,0.827074289,0.82098824,0.839495522,0.898834506,0.881998279,0.879125481,0.880216408,0.867466148,0.850124868,0.860622958,0.833309636,0.855831742,0.851778328,0.881384471,0.892668044,0.839458054,0.877180388,0.846150862,0.860941368,0.876047272,0.875394927,0.781545496,0.811838681,0.862901793,0.878724242,0.851043773,0.857728667,0.783522843,0.844967053,0.854589713,0.808270114,0.881063986,0.89870603,0.874176152,0.862177616,0.898097345,0.832605959,0.817230264,0.832116229,0.821298386,0.85280206,0.874959454,0.890017757,0.867527471,0.875492922,0.844872216,0.829115308,0.844865284,0.86414894,0.864630599,0.851656596,0.8525187,0.870291416,0.843161217,0.83346083,0.847518495,0.875698229,0.857105103,0.882334074,0.857404874,0.859988962,0.838958751,0.883960592,0.816871412,0.877845907,0.894142424,0.834313626,0.857825661,0.8507868,0.8462535,0.861173889,0.834631821,0.862517466,0.905351264,0.859925189,0.859645035,0.875541431,0.882744014,0.883992663,0.851647482,0.87660809,0.856948169,0.823891358,0.86466464,0.884721002,0.824851614,0.879017559,0.867686327,0.828230752,0.836454109,0.862894778,0.865370746,0.836790623,0.88387219,0.90160893,0.867146101,0.860121002,0.846372831,0.884807908,0.864889318,0.823035889,0.883842037,0.876665559,0.871785742,0.847153495,0.886202455,0.85249141,0.850583943,1,0.846153088,0.835598081,0.843902707,0.89666238,0.869498893,0.897279529,0.875687495,0.866607144,0.83846381,0.870915547,0.8662353,0.854074702,0.841932657,0.872148044,0.855280257,0.868346071,0.889903294,0.867189632,0.871109774,0.841173091,0.844905566,0.855590969,0.851363883,0.885432727
SHAR,0.848805983,0.875606589,0.824392858,0.911059869,0.902747445,0.891150239,0.913539673,0.886600483,0.889527836,0.872558945,0.851533836,0.865569875,0.82847177,0.858721937,0.855143776,0.892286297,0.897823174,0.843118771,0.883406708,0.844427225,0.871077163,0.868818032,0.874734656,0.785788591,0.814702727,0.866006916,0.88264864,0.855995519,0.864957991,0.823352827,0.836497368,0.851109149,0.7960649,0.883378816,0.904285647,0.877811837,0.867318093,0.912396263,0.864983032,0.933301632,0.829111023,0.819318849,0.860753767,0.882209682,0.894713833,0.874157245,0.878737439,0.841241851,0.823884204,0.848053057,0.866914463,0.868770758,0.852543856,0.91519572,0.861125756,0.84493835,0.831471109,0.871621074,0.857421507,0.861381391,0.888136418,0.865404323,0.857230394,0.851001914,0.889975803,0.819852245,0.880387233,0.897719756,0.903659639,0.874233996,0.822921497,0.851532143,0.86321124,0.83051488,0.862740963,0.904496089,0.868953989,0.863623399,0.886664335,0.896828964,0.88778323,0.855414579,0.916248766,0.854472367,0.812279338,0.867517973,0.889704073,0.828408577,0.89493408,0.872769418,0.826089786,0.837920366,0.866386597,0.86971592,0.840896243,0.888883941,0.900732715,0.872175811,0.861133372,0.851110259,0.89581165,0.871029012,0.829910148,0.893337324,0.886391472,0.873987731,0.849574189,0.920461625,0.884464018,0.848857607,0.846153088,1,0.920863992,0.876633352,0.901208056,0.87954794,0.914714519,0.877845129,0.869591906,0.83894367,0.878145826,0.860171778,0.857441889,0.852098794,0.950073173,0.897734897,0.887370612,0.896887192,0.871541434,0.875272303,0.845489305,0.837746213,0.850862806,0.850931471,0.887246061
SHIB,0.838767229,0.862763113,0.813453336,0.905243361,0.890181619,0.876318763,0.896957976,0.872880166,0.876193318,0.860139726,0.843516656,0.855111111,0.819362494,0.847690527,0.84157882,0.879215311,0.884903614,0.833686555,0.872031555,0.832870162,0.85889969,0.853115188,0.862101269,0.761160396,0.804385971,0.856739474,0.870510491,0.842178717,0.854508628,0.811116433,0.816335768,0.834261314,0.785739299,0.87076506,0.886863955,0.865213246,0.855206039,0.899320178,0.861652091,0.908249133,0.82183984,0.809374269,0.851486415,0.871026847,0.883337523,0.862295586,0.864785605,0.828289516,0.813967226,0.838668554,0.857617584,0.857841042,0.842535978,0.895751005,0.843784141,0.83435683,0.822003975,0.859756005,0.843282539,0.848924722,0.876552719,0.85532104,0.846743909,0.836219819,0.876920142,0.810442917,0.867650236,0.888478538,0.890154408,0.860783877,0.813169657,0.842686988,0.853815342,0.820365667,0.851539984,0.890014179,0.856755262,0.851181589,0.876238169,0.881347221,0.87620846,0.842871256,0.900548832,0.83955075,0.801395295,0.858004279,0.879531797,0.817930228,0.882966362,0.860703321,0.817248204,0.829463319,0.853512374,0.856221738,0.829656795,0.876424517,0.886269542,0.86037849,0.85058332,0.839486288,0.88206186,0.859621877,0.818817019,0.882558472,0.872970482,0.862571895,0.838574987,0.902646753,0.87134686,0.838934883,0.835598081,0.920863992,1,0.863767752,0.888259985,0.867616237,0.901464312,0.866433051,0.857719816,0.829419556,0.86527077,0.844730894,0.844692321,0.838983918,0.92787898,0.881804326,0.875454327,0.88522497,0.858807668,0.864172627,0.835305603,0.826063496,0.84096962,0.841919374,0.876305622
SHIH,0.853072525,0.859132597,0.82572936,0.85195485,0.862234583,0.883051727,0.898229541,0.882020019,0.884091933,0.869465882,0.855582569,0.865912825,0.830219554,0.858050729,0.851975455,0.892853641,0.894262636,0.844071061,0.880865979,0.842864063,0.86538856,0.86561231,0.874224754,0.768467852,0.814224156,0.867756585,0.884133083,0.852518304,0.868319802,0.80436135,0.823072961,0.844405676,0.796449592,0.882235852,0.895372233,0.874274452,0.865173973,0.909816068,0.858014884,0.854446096,0.83675747,0.817854966,0.857728221,0.883326507,0.895198295,0.872548462,0.873101308,0.835835826,0.824852207,0.84918625,0.868410313,0.869371644,0.855252859,0.872220903,0.856836394,0.846072813,0.833430022,0.861244392,0.85341986,0.859824698,0.890138976,0.8638174,0.854666057,0.843837151,0.888889822,0.818753425,0.880222413,0.899160613,0.859592635,0.8661008,0.823538516,0.85562104,0.864825263,0.830238204,0.863477157,0.900643588,0.866528735,0.860827004,0.883476343,0.889642651,0.884062807,0.854568872,0.943901884,0.851290881,0.810130557,0.868872601,0.893053109,0.830879672,0.888893852,0.869826796,0.829090393,0.839372667,0.865469602,0.866223359,0.842541879,0.891936038,0.895293939,0.87171249,0.859757995,0.849866393,0.893596924,0.870987205,0.837616055,0.888297369,0.882945383,0.870795174,0.846929485,0.901821935,0.865850411,0.85124206,0.843902707,0.876633352,0.863767752,1,0.89798952,0.879154803,0.907564517,0.878778004,0.870795248,0.836831568,0.877315515,0.854170781,0.853567445,0.84693615,0.901395809,0.906134405,0.882527167,0.896938423,0.871275108,0.875598541,0.846840366,0.835857122,0.851017262,0.852128878,0.887265961
SILK,0.898236969,0.894787784,0.871425826,0.873124199,0.89259367,0.9446452,0.940642325,0.935728704,0.93716732,0.947882609,0.902817151,0.917206787,0.880677326,0.906778365,0.904677852,0.944884711,0.948087334,0.889434211,0.933536525,0.896744382,0.913362082,0.921587675,0.92753628,0.816419424,0.857160001,0.917010676,0.939050519,0.900656382,0.913372506,0.828932844,0.877383894,0.897286297,0.84503208,0.937341308,0.952417636,0.928593141,0.918104208,0.960553949,0.88527352,0.86944575,0.881371875,0.862808432,0.910854524,0.931038395,0.949377908,0.922766238,0.925551209,0.885172819,0.873477732,0.894379376,0.916541342,0.919621055,0.903361169,0.905132153,0.908269089,0.892390062,0.882500446,0.900549851,0.907673271,0.911777458,0.943401146,0.911103452,0.907176496,0.889631266,0.943245687,0.864308286,0.932009018,0.954445739,0.886897882,0.914545468,0.871400621,0.90162377,0.91432668,0.877673206,0.914784141,0.96305337,0.914762147,0.914232023,0.933370501,0.941847991,0.941032703,0.901374948,0.934195623,0.900826187,0.861458169,0.919635155,0.943267496,0.871620037,0.938017268,0.921400066,0.880885612,0.887093699,0.914859227,0.919232642,0.889494789,0.94094601,0.959487702,0.924336976,0.910922679,0.896705302,0.943698011,0.920137467,0.872727411,0.942861952,0.935279817,0.921778125,0.897203632,0.943877742,0.903605036,0.898731547,0.89666238,0.901208056,0.888259985,0.89798952,1,0.928464177,0.956491026,0.927912869,0.921912455,0.884853366,0.925412324,0.908683388,0.90439086,0.89419,0.930888824,0.911577835,0.924059595,0.950562369,0.919892343,0.928671353,0.893271047,0.889226467,0.901880509,0.901051912,0.966822897
SKIP,0.875797128,0.873303666,0.847777558,0.854136118,0.872073806,0.91174169,0.918771314,0.910616984,0.913003419,0.897182324,0.877888704,0.890899059,0.854780584,0.885802761,0.879493945,0.91772948,0.926408144,0.866797375,0.908991714,0.867041451,0.890439903,0.889805166,0.902624455,0.789789815,0.837675763,0.893234039,0.911452513,0.879833496,0.894438645,0.813198375,0.850841855,0.872590316,0.81677055,0.909760913,0.92345353,0.904983991,0.892916255,0.935589133,0.862617636,0.851850091,0.858607904,0.843567933,0.883299666,0.906524953,0.922150204,0.899387905,0.901210398,0.861306403,0.84886429,0.874186723,0.893284848,0.896360187,0.879164808,0.887487777,0.882665907,0.868947587,0.860359288,0.882380698,0.878354073,0.886590831,0.917582573,0.886991951,0.883518041,0.869560782,0.915858124,0.844754855,0.905689795,0.926972589,0.867256541,0.89663718,0.84688652,0.877021385,0.891998297,0.855386451,0.89089435,0.931841806,0.897572704,0.888926876,0.908500432,0.915659789,0.913156734,0.879965256,0.911369152,0.87667049,0.832931536,0.895184394,0.921071526,0.853296424,0.917252553,0.89717661,0.852008369,0.863437849,0.891459454,0.893408895,0.862900425,0.919235965,0.927020569,0.897380431,0.88708967,0.874856396,0.923774555,0.895243989,0.855187894,0.919426623,0.91213311,0.89471814,0.87566507,0.92010605,0.884343091,0.87447412,0.869498893,0.87954794,0.867616237,0.879154803,0.928464177,1,0.931128404,0.903808783,0.898864048,0.863942729,0.904196518,0.880563831,0.87968698,0.876380406,0.910516644,0.890681242,0.898754723,0.925701652,0.900077185,0.90202526,0.869960498,0.861981765,0.877161544,0.87825626,0.913989146
SLOU,0.901083772,0.920246888,0.870483395,0.888691577,0.905991838,0.941340404,0.963251748,0.939518905,0.940140899,0.923394853,0.905560322,0.919270303,0.880439404,0.912487626,0.906185116,0.947441084,0.954593444,0.894265261,0.936890209,0.893237907,0.925717191,0.919158591,0.931463258,0.814175651,0.85936095,0.921743512,0.941550284,0.906598686,0.918382603,0.859934631,0.873050242,0.896586964,0.83836535,0.935882469,0.957178998,0.932076745,0.921381725,0.968051266,0.892244696,0.886356307,0.881501798,0.867642905,0.917076132,0.935857177,0.954602297,0.926588493,0.93359699,0.888131299,0.876588647,0.901718326,0.920050877,0.926691905,0.909434174,0.918307198,0.909390986,0.895511428,0.885205533,0.910145218,0.905134844,0.912159815,0.946052802,0.92201372,0.917540949,0.895400931,0.948922731,0.867818713,0.934332653,0.960616195,0.902627669,0.921064819,0.867112622,0.905460612,0.920686529,0.885114769,0.918911742,0.960450269,0.918552172,0.916223853,0.942352946,0.951627805,0.94301155,0.906425287,0.946123505,0.902703541,0.855928194,0.921028898,0.948207331,0.876500854,0.946027147,0.926047571,0.87398072,0.884513692,0.918416736,0.922059618,0.892250501,0.945262847,0.955683089,0.927825832,0.913164839,0.90891467,0.948479255,0.925440673,0.873032666,0.948022416,0.940451267,0.927786288,0.901816288,0.971141882,0.916577675,0.898985451,0.897279529,0.914714519,0.901464312,0.907564517,0.956491026,0.931128404,1,0.935486059,0.925648202,0.887917437,0.930639771,0.906193845,0.907484279,0.898980979,0.952043989,0.922801345,0.929006389,0.95577007,0.92650351,0.933220576,0.898471852,0.885168999,0.908033971,0.902742406,0.941631276
SPIN,0.879882528,0.876347848,0.848672422,0.852915123,0.870724461,0.912566308,0.920116268,0.910111604,0.913991587,0.894933284,0.883933575,0.896862864,0.855974865,0.885904795,0.881319085,0.918895403,0.92617657,0.869436376,0.90902826,0.870466702,0.891270699,0.892222965,0.906026958,0.789316618,0.835746419,0.89676812,0.923691787,0.883432587,0.893319512,0.812524558,0.849082656,0.870260337,0.819373319,0.909515455,0.929262233,0.905318438,0.895870849,0.93812325,0.861456647,0.849601846,0.8621077,0.845441909,0.885677646,0.907338477,0.929916184,0.905680923,0.904943598,0.862929731,0.849704842,0.876769758,0.901273388,0.910011811,0.885483037,0.883845037,0.883958888,0.874656027,0.866491995,0.878617926,0.883548681,0.892244596,0.929381111,0.891236982,0.883507532,0.869172236,0.926929819,0.846322806,0.912740907,0.940476917,0.862977514,0.889848485,0.847778633,0.889417128,0.890776224,0.85860935,0.898150887,0.932825178,0.891853353,0.890101945,0.909042619,0.918540602,0.919153973,0.88205961,0.913315457,0.878734575,0.836101011,0.897900989,0.922979201,0.853204047,0.91502429,0.899934672,0.852568856,0.86266885,0.892081412,0.896474787,0.870314829,0.915827895,0.929241908,0.905617789,0.887433793,0.877112276,0.918446204,0.900442823,0.851737922,0.917539535,0.910401626,0.899581851,0.876306838,0.92369293,0.883488626,0.874724195,0.875687495,0.877845129,0.866433051,0.878778004,0.927912869,0.903808783,0.935486059,1,0.899046377,0.865037755,0.902926917,0.8795303,0.883242302,0.871507797,0.908020615,0.889449252,0.897990325,0.927152108,0.901428679,0.913447564,0.878082221,0.863177608,0.879432348,0.879080599,0.915052381
SPOO,0.870853568,0.867523061,0.837396033,0.845849195,0.863731778,0.899690572,0.91218198,0.901549091,0.903520954,0.888697108,0.872752863,0.88570827,0.847628466,0.875338539,0.871573293,0.913141746,0.916776308,0.858603106,0.900401041,0.860616599,0.882565043,0.88057211,0.89782232,0.758845323,0.826883442,0.88725486,0.909462349,0.872514927,0.884658938,0.804202705,0.837955511,0.858999054,0.804669317,0.901127742,0.916100043,0.894749984,0.886647674,0.927938836,0.855644378,0.840945903,0.851952812,0.834993434,0.883480026,0.899391356,0.918962326,0.894112949,0.892742524,0.851358787,0.842066676,0.866721956,0.890272379,0.891937728,0.876604125,0.876008993,0.87128412,0.863310732,0.856797832,0.870097504,0.870739074,0.879736069,0.91491255,0.882442356,0.873103948,0.859652615,0.913705186,0.836238298,0.90203381,0.923734518,0.856990664,0.882965254,0.837790199,0.874106376,0.881004519,0.848058092,0.888809574,0.923531091,0.883486983,0.878930167,0.902702542,0.9100911,0.909885277,0.871134639,0.905548597,0.866100975,0.820586706,0.887980115,0.924662953,0.845207161,0.906868755,0.892093793,0.844033723,0.853561485,0.883886555,0.886274661,0.858070796,0.90864118,0.916748555,0.894274348,0.878934982,0.869232689,0.911810872,0.894355501,0.844641344,0.911754005,0.904323737,0.889983666,0.868569377,0.914729127,0.875104652,0.86686538,0.866607144,0.869591906,0.857719816,0.870795248,0.921912455,0.898864048,0.925648202,0.899046377,1,0.856484943,0.896026064,0.867458362,0.874659247,0.865825359,0.90171607,0.882337725,0.892229905,0.928935741,0.889389282,0.898814429,0.864990488,0.851289421,0.870152477,0.869123653,0.908546158
SSHP,0.839336449,0.837797714,0.817017931,0.817461402,0.834730004,0.875744746,0.874316487,0.873896335,0.887008653,0.856631797,0.842121417,0.852131581,0.823151522,0.848684329,0.856290173,0.875081077,0.88467362,0.832765461,0.88386072,0.834113709,0.855100879,0.854825249,0.863551224,0.762456147,0.805770615,0.854667332,0.872870448,0.841805081,0.852292311,0.780280983,0.820542954,0.83781003,0.791629186,0.870286799,0.886422855,0.878070515,0.855900734,0.890470711,0.827109447,0.814390343,0.821428463,0.90295741,0.847398038,0.865644108,0.879754685,0.859601555,0.865868573,0.829570294,0.819606145,0.839521754,0.855018091,0.857120149,0.842460917,0.844261281,0.84832269,0.834331158,0.824011004,0.845263696,0.846017747,0.849674324,0.874366051,0.851851689,0.852011116,0.833171389,0.873661153,0.813315403,0.867469032,0.883375256,0.830758668,0.855253619,0.818784038,0.841200536,0.853139971,0.824890262,0.853577975,0.887417606,0.854027917,0.860868521,0.865873072,0.874375509,0.875298321,0.842889396,0.868859227,0.841385753,0.805960417,0.854602015,0.875805891,0.819584318,0.873408474,0.860771464,0.81899298,0.829017284,0.861432231,0.863998561,0.832039077,0.873367657,0.883471143,0.859964372,0.866594746,0.835973314,0.87790681,0.856220964,0.813879615,0.876691401,0.867223549,0.862387091,0.84007599,0.879252641,0.846766726,0.839344333,0.83846381,0.83894367,0.829419556,0.836831568,0.884853366,0.863942729,0.887917437,0.865037755,0.856484943,1,0.862995848,0.845417876,0.845255409,0.837608741,0.867767487,0.848958631,0.856433642,0.88039548,0.860781082,0.860183308,0.834138831,0.82900348,0.845694293,0.844964407,0.87465016
