,ACKR,AFGH,AIRT,AKIT,AMAL,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BEDT,BELS,BERD,BICH,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BPIC,BRIA,BRIT,BRTR,BRUS,BSJI,BULD,BULM,BULT,CAIR,CANE,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COLL,COTO,CRES,DACH,DALM,DANE,DDBX,DEER,DOBP,ECKR,ESET,ESSP,EURA,FBUL,FCR,FIEL,FINS,GLEN,GOLD,GORD,GPYR,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ICES,IRIT,ISET,ITGY,IWOF,IWSP,JACK,KEES,KELP,KOMO,KUVZ,LAB,LEON,LHSA,MAST,MBLT,MPIN,MPOO,MSNZ,NELK,NEWF,NORF,NOWT,NSDT,OES,OTTR,PAPI,PARS,PBGV,PEMB,PHAR,POM,PTWD,PUG,PULI,PUMI,RHOD,ROTT,SALU,SAMO,SCOT,SCWT,SHAR,SHIB,SHIH,SILK,SKIP,SLOU,SPIN,SPOO,SSHP,SSNZ,STAF,STBD,SVAL,TIBM,TIBS,TIBT,TPOO,TURV,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
CANE,0.895417114,0.894651541,0.871269733,0.874434633,0.893384303,0.957713371,0.94341913,0.935947612,0.939027618,0.919188834,0.900876116,0.913633702,0.877061194,0.905876909,0.900968812,0.941675315,0.950074841,0.892042115,0.93197844,0.894000084,0.9154282,0.931654097,0.929513692,0.847580962,0.858649007,0.918476702,0.934286179,0.90422666,0.913108717,0.826975996,0.897684811,0.917660746,0.850853334,0.93261527,1,0.926391439,0.91562533,0.958190522,0.880837212,0.86971678,0.876244399,0.86430148,0.903059538,0.928035116,0.945179498,0.924967069,0.932793951,0.903439345,0.874227104,0.897556281,0.912416896,0.918592036,0.90262058,0.904778235,0.924518701,0.894398885,0.875507825,0.898385051,0.912443748,0.911377602,0.940020288,0.910135428,0.910398453,0.895576673,0.94133839,0.864161069,0.931177262,0.950992223,0.884194481,0.910833323,0.869654992,0.899934442,0.912752476,0.881088576,0.913553388,0.961981346,0.913835472,0.912497766,0.933442963,0.942637185,0.942115125,0.907334811,0.931620093,0.919566621,0.867219989,0.914106859,0.93903055,0.867624692,0.937297357,0.924933805,0.868495871,0.881045936,0.913092586,0.919173892,0.885425922,0.939422592,0.955126469,0.920415002,0.907832695,0.893960621,0.940999465,0.918111034,0.869003408,0.938844492,0.934146227,0.925043724,0.9025915,0.945004054,0.901854803,0.897277947,0.89870603,0.904285647,0.886863955,0.895372233,0.952417636,0.92345353,0.957178998,0.929262233,0.916100043,0.886422855,0.925265381,0.919639066,0.914209133,0.89144515,0.932524995,0.91012519,0.917044943,0.941189037,0.920052277,0.928414245,0.892676101,0.88391124,0.905682884,0.898083269,0.937617457
CARD,0.877306695,0.873578022,0.851614285,0.851877045,0.871673628,0.920865118,0.917379565,0.914472974,0.921508088,0.897731667,0.880600277,0.893701407,0.856585449,0.885570906,0.889373702,0.917811867,0.926647745,0.86907676,0.920314173,0.870855163,0.893009789,0.895887741,0.904035502,0.795383001,0.841505915,0.892420945,0.910874695,0.880768978,0.890592396,0.810115601,0.857572134,0.875841876,0.826772304,0.911679334,0.926391439,1,0.894383636,0.933520694,0.862417264,0.848560574,0.858321848,0.865771466,0.879871078,0.908124337,0.922406171,0.899008997,0.903527385,0.866187428,0.855205582,0.87306996,0.894963273,0.897369057,0.880017766,0.882952089,0.89028107,0.870560669,0.860674826,0.879796603,0.883294792,0.886728471,0.916259417,0.888018272,0.890639722,0.871275308,0.91717424,0.846863407,0.907370982,0.92764112,0.865096777,0.892659176,0.84749711,0.877150186,0.89075337,0.860796187,0.892992583,0.934286079,0.8925672,0.902102279,0.907611835,0.917341363,0.917421344,0.880628268,0.911035108,0.879653605,0.841724748,0.894936299,0.918068777,0.852827708,0.914538468,0.900460645,0.852032864,0.863800664,0.894912663,0.900307467,0.867389246,0.916361366,0.930701118,0.900591146,0.918038711,0.873999515,0.921449964,0.895023221,0.850125106,0.91824576,0.911179102,0.898925625,0.877785821,0.918915832,0.883174859,0.877373056,0.874176152,0.877811837,0.865213246,0.874274452,0.928593141,0.904983991,0.932076745,0.905318438,0.894749984,0.878070515,0.902837584,0.888126158,0.882771532,0.871055803,0.908368389,0.887631503,0.895301684,0.924149906,0.898686508,0.902747247,0.870060244,0.864426268,0.882236066,0.879361491,0.917179587
CCRT,0.870242253,0.861892312,0.839952457,0.843828533,0.86157647,0.90973757,0.905471794,0.901049008,0.902345796,0.886661551,0.870543185,0.883499127,0.846316187,0.875586456,0.872232912,0.908191053,0.915973263,0.860540343,0.898452325,0.861797188,0.8809706,0.885753311,0.895020912,0.787918574,0.829817343,0.883728452,0.905325851,0.871168931,0.881842074,0.802534044,0.847315117,0.86691517,0.81228317,0.897140959,0.91562533,0.894383636,1,0.921469279,0.853330918,0.839352347,0.853134608,0.835055741,0.874354428,0.896529099,0.912749725,0.891966117,0.893062979,0.854193985,0.845055639,0.86475203,0.889033338,0.891813933,0.874163559,0.872393547,0.876781407,0.8683696,0.85511076,0.868848043,0.871804634,0.883866082,0.909735477,0.879514141,0.876193475,0.859439843,0.908045029,0.833447715,0.897037451,0.920447008,0.85421888,0.88036474,0.839097264,0.87525406,0.882155484,0.851701902,0.890553205,0.921957993,0.881489514,0.882341618,0.898507089,0.907522276,0.911983161,0.871569025,0.898529517,0.871561362,0.827109996,0.88270243,0.907584504,0.842715371,0.902933714,0.895730516,0.840831726,0.851512573,0.883250408,0.887333626,0.857322833,0.906088613,0.918039267,0.888335421,0.876589218,0.867256537,0.906497419,0.886437417,0.839202704,0.905370441,0.900308951,0.891807264,0.866764429,0.908336871,0.871550318,0.862345171,0.862177616,0.867318093,0.855206039,0.865173973,0.918104208,0.892916255,0.921381725,0.895870849,0.886647674,0.855900734,0.892026076,0.874993936,0.873133158,0.860302554,0.896903011,0.875512147,0.88492377,0.912889604,0.88777793,0.895300155,0.864027903,0.852864528,0.872350877,0.867082028,0.903744432
CHIH,0.90336044,0.904165721,0.872625283,0.883585565,0.905137714,0.945615133,0.955840845,0.941003197,0.943475877,0.92732164,0.907729547,0.922595658,0.880032278,0.913154931,0.907547443,0.954926653,0.955006001,0.895440863,0.939025839,0.897212826,0.919743186,0.922283901,0.932965651,0.815233476,0.862042896,0.921926646,0.94423986,0.90694382,0.921481453,0.84030528,0.87668976,0.897676501,0.84118372,0.940202697,0.958190522,0.933520694,0.921469279,1,0.895322725,0.881672459,0.885495958,0.868176416,0.915300548,0.946973992,0.956684076,0.929896067,0.931201543,0.888496066,0.874174331,0.901711709,0.924533335,0.929491608,0.907345329,0.916385103,0.911804464,0.896888516,0.888524255,0.910846761,0.907972089,0.915978943,0.950084179,0.918698175,0.913442028,0.895270013,0.949575742,0.868528109,0.935228892,0.961235268,0.897408513,0.919999052,0.869025368,0.907472279,0.919564005,0.882154651,0.921923079,0.965294694,0.920827819,0.920064786,0.940226195,0.949815469,0.947188176,0.906923792,0.946303299,0.903812143,0.858730112,0.925301865,0.950225084,0.879387023,0.945755914,0.927547317,0.876839627,0.888246873,0.921857858,0.923560735,0.892164836,0.949548438,0.96046426,0.930946725,0.915947068,0.906301869,0.95179594,0.928292963,0.880614139,0.948011036,0.943905894,0.926785792,0.900812415,0.956285394,0.914181403,0.901243056,0.898097345,0.912396263,0.899320178,0.909816068,0.960553949,0.935589133,0.968051266,0.93812325,0.927938836,0.890470711,0.932651349,0.909885401,0.909031197,0.900251523,0.945475309,0.922865514,0.928782706,0.960082955,0.926811467,0.93482996,0.898755297,0.88773099,0.906336767,0.905492463,0.947404407
CHIN,0.842486539,0.844782,0.812872598,0.845939084,0.850023368,0.86926346,0.882365824,0.86846652,0.87174446,0.857966011,0.840238394,0.854600693,0.819855525,0.846552997,0.839420524,0.879223079,0.879701566,0.831531701,0.868722715,0.833264596,0.850578405,0.850977014,0.8618151,0.756413855,0.804736825,0.852293875,0.87115538,0.840030738,0.85985764,0.792563614,0.811976671,0.83302565,0.783014158,0.868305558,0.880837212,0.862417264,0.853330918,0.895322725,1,0.843359653,0.823410614,0.811031553,0.845448124,0.869263706,0.884231597,0.860104347,0.86009422,0.825664793,0.813866175,0.838039882,0.854587609,0.859007043,0.844757314,0.860645886,0.84385425,0.832832451,0.823192894,0.846355523,0.841126069,0.846493312,0.876971891,0.851784233,0.841181303,0.832563845,0.875855632,0.810765975,0.867450273,0.88648331,0.846137533,0.85477992,0.814198641,0.84334591,0.850473442,0.81811906,0.850228982,0.888781976,0.854382246,0.848664123,0.871859788,0.876709849,0.87157271,0.842018602,0.886694851,0.83656901,0.797161909,0.855718034,0.878592807,0.819543192,0.874175538,0.856436117,0.817365058,0.827390916,0.852324539,0.855707301,0.83197149,0.876492472,0.882845153,0.86136745,0.84762516,0.840788893,0.880089584,0.85917862,0.821527502,0.876028343,0.869930067,0.857874433,0.838631186,0.886578753,0.852132837,0.836048528,0.832605959,0.864983032,0.861652091,0.858014884,0.88527352,0.862617636,0.892244696,0.861456647,0.855644378,0.827109447,0.85984598,0.840380769,0.841352061,0.836266925,0.887014164,0.86860612,0.862879297,0.884737315,0.856754454,0.864377273,0.836265721,0.825962577,0.838682008,0.83885345,0.874180043
CHOW,0.822254729,0.85473735,0.798827989,0.900180566,0.88456686,0.857563272,0.886124128,0.856389076,0.859991475,0.842823984,0.826254345,0.839295557,0.80252365,0.832386614,0.826603878,0.862257321,0.866002247,0.819148418,0.854628255,0.816365645,0.843953439,0.835638558,0.845846057,0.746437488,0.789711522,0.839372469,0.854644387,0.828610318,0.838799168,0.808673102,0.799736462,0.818500386,0.772158002,0.853211056,0.86971678,0.848560574,0.839352347,0.881672459,0.843359653,1,0.805167269,0.796549274,0.834813608,0.854383717,0.864384047,0.845748642,0.846388324,0.812364566,0.799594455,0.823870995,0.839073132,0.839596125,0.827427902,0.918069868,0.828495359,0.817880249,0.806674776,0.849214041,0.827346873,0.832639639,0.858456675,0.839379187,0.828677598,0.820355471,0.860822861,0.797472179,0.851806201,0.870008686,0.887689052,0.849922033,0.799639801,0.825715219,0.836159465,0.804451552,0.834544499,0.871153435,0.841932182,0.836174148,0.859191542,0.865706171,0.857655603,0.82869497,0.889596886,0.824067164,0.785647266,0.840490437,0.86321996,0.806244254,0.868544646,0.844655974,0.802648449,0.81412399,0.837879152,0.839710864,0.814934709,0.858469286,0.867546612,0.844563321,0.833976025,0.825193249,0.867197868,0.842604437,0.806451122,0.864561736,0.857108329,0.845707277,0.824102239,0.893033605,0.863613323,0.822059008,0.817230264,0.933301632,0.908249133,0.854446096,0.86944575,0.851850091,0.886356307,0.849601846,0.840945903,0.814390343,0.850596772,0.827607361,0.829610146,0.824966018,0.930200065,0.876560103,0.862265819,0.867746909,0.842811289,0.84575924,0.819358419,0.811471341,0.822592851,0.825313903,0.856184235
CKCS,0.847780466,0.829525431,0.808503138,0.808047328,0.82494207,0.865221079,0.866682188,0.860904688,0.863396488,0.852824325,0.841688604,0.8530713,0.817501826,0.839277578,0.836097011,0.871521081,0.873939144,0.828314541,0.861463301,0.82638641,0.842689482,0.847429114,0.855349017,0.752255755,0.799764536,0.850504698,0.871183016,0.835774338,0.860049166,0.775135715,0.80974619,0.829353868,0.78416805,0.863413657,0.876244399,0.858321848,0.853134608,0.885495958,0.823410614,0.805167269,1,0.803906138,0.844293259,0.862217312,0.879506458,0.857731699,0.85627086,0.820571403,0.807811366,0.83517979,0.86456139,0.860605695,0.852375627,0.835051495,0.837892806,0.831317035,0.833864093,0.834346828,0.83508744,0.846869496,0.876790268,0.844979525,0.838549241,0.825463212,0.872558858,0.807071508,0.861023905,0.881230203,0.81970764,0.845375253,0.81266731,0.8461485,0.845877614,0.813649934,0.853054751,0.882199466,0.846108594,0.840934339,0.86011315,0.868185062,0.871337996,0.834132227,0.865563136,0.837774923,0.79642967,0.855470385,0.873735334,0.815886341,0.863997132,0.854436687,0.815160151,0.823374905,0.848340326,0.850564101,0.827503049,0.871645924,0.877941083,0.855302136,0.843711115,0.836158486,0.869732595,0.855002315,0.811494554,0.869619931,0.860606439,0.855857711,0.832957382,0.870091101,0.838235722,0.833436873,0.832116229,0.829111023,0.82183984,0.83675747,0.881371875,0.858607904,0.881501798,0.8621077,0.851952812,0.821428463,0.855415337,0.83676045,0.836961427,0.82788421,0.855343921,0.845051104,0.850007553,0.877953252,0.85175886,0.85985802,0.832501987,0.818511061,0.835360614,0.834889648,0.869353958
COLL,0.819873113,0.818003595,0.802080624,0.799363198,0.815916631,0.85578759,0.853455526,0.855946201,0.877226426,0.838153638,0.825621142,0.83558229,0.806616952,0.829719611,0.840518954,0.852501483,0.865141416,0.813106504,0.865233378,0.816403679,0.837159701,0.83605596,0.844273593,0.74511637,0.790337799,0.835814867,0.853699478,0.82596465,0.831931782,0.765800446,0.802913587,0.819813002,0.778452484,0.851455721,0.86430148,0.865771466,0.835055741,0.868176416,0.811031553,0.796549274,0.803906138,1,0.824415495,0.847629873,0.860231141,0.841085122,0.84721214,0.810790573,0.806147,0.821433235,0.836587433,0.836838208,0.825024024,0.825166528,0.828923036,0.816027539,0.805752559,0.825841298,0.82699767,0.830695302,0.853277637,0.833229369,0.835849619,0.817922997,0.852983891,0.79716003,0.846970761,0.863531908,0.813285358,0.83672341,0.800587331,0.821543926,0.834434654,0.809732047,0.832595494,0.868298607,0.833536588,0.841864435,0.848194386,0.854756544,0.853682437,0.824643704,0.847305717,0.82241448,0.791521172,0.835238961,0.855179673,0.802808741,0.852824242,0.841118855,0.801756606,0.810643763,0.844426456,0.844550349,0.816092089,0.852221613,0.862975706,0.839917693,0.854181195,0.820390732,0.85573912,0.836606064,0.796865031,0.856836722,0.84587043,0.842019362,0.824425609,0.858619508,0.826573726,0.821429938,0.821298386,0.819318849,0.809374269,0.817854966,0.862808432,0.843567933,0.867642905,0.845441909,0.834993434,0.90295741,0.842260713,0.824800042,0.827279427,0.819200082,0.846235018,0.82835441,0.837299705,0.857307829,0.843636456,0.841919491,0.815722528,0.812696093,0.828126658,0.824868109,0.853649622
COTO,0.857614948,0.857092559,0.830329877,0.83744415,0.855495352,0.893128331,0.901479967,0.888839804,0.892770134,0.87809535,0.857856808,0.873157793,0.837474064,0.865104026,0.863783338,0.898814139,0.903784577,0.848933018,0.888487951,0.850972899,0.870093435,0.873154174,0.883676891,0.77256272,0.819503464,0.875872833,0.892337126,0.860728987,0.875854897,0.807294065,0.836049683,0.854157125,0.804101795,0.889862877,0.903059538,0.879871078,0.874354428,0.915300548,0.845448124,0.834813608,0.844293259,0.824415495,1,0.886428794,0.902330762,0.880063153,0.881893635,0.844071279,0.832280628,0.856628527,0.877908813,0.87908808,0.865257191,0.864772537,0.861866447,0.851222142,0.840476755,0.859441962,0.863825462,0.867943358,0.892896311,0.869322701,0.861194506,0.849817775,0.896668083,0.8255495,0.885860871,0.905883047,0.849515782,0.873121918,0.828145165,0.861509296,0.870149865,0.837616203,0.87198709,0.910766697,0.872579119,0.868595184,0.892054684,0.893894622,0.892655698,0.858935145,0.892058279,0.86066321,0.818047654,0.877394066,0.89865669,0.834580829,0.893763936,0.877072201,0.835693992,0.843952814,0.873967054,0.872868582,0.848437039,0.898744321,0.911398089,0.878574999,0.867699425,0.857319513,0.90077624,0.877576113,0.837119428,0.900283926,0.890777915,0.874690259,0.852694095,0.904562366,0.862792476,0.853628591,0.85280206,0.860753767,0.851486415,0.857728221,0.910854524,0.883299666,0.917076132,0.885677646,0.883480026,0.847398038,0.881552094,0.861905056,0.864871009,0.853769932,0.892888679,0.872945832,0.87845705,0.900804374,0.87861976,0.882403746,0.855910538,0.843330124,0.859568458,0.858204727,0.896841318
CRES,0.878612062,0.875884563,0.852496384,0.857896486,0.875148645,0.917766602,0.921200321,0.912488157,0.913881889,0.899320272,0.883330983,0.89637249,0.858387008,0.885775962,0.881332684,0.92222609,0.924603678,0.870530421,0.910173764,0.873300337,0.89180278,0.895322376,0.903481522,0.794967988,0.840921201,0.893954015,0.916547467,0.881264083,0.894422017,0.817351722,0.85388276,0.871448237,0.82143818,0.911253641,0.928035116,0.908124337,0.896529099,0.946973992,0.869263706,0.854383717,0.862217312,0.847629873,0.886428794,1,0.924385493,0.901648833,0.904818787,0.868007275,0.853374623,0.879254771,0.896534567,0.90141363,0.88519493,0.887318142,0.886501257,0.872391398,0.863315515,0.882468711,0.882370359,0.887564892,0.919898875,0.892004084,0.886938298,0.871318721,0.919775277,0.846628811,0.907456737,0.930957348,0.869725926,0.895186217,0.848285823,0.880958746,0.89274735,0.858444217,0.895087657,0.935215585,0.893113999,0.890573514,0.912974824,0.919066497,0.916946083,0.881954739,0.916630379,0.878510381,0.836641082,0.898134539,0.923183779,0.85484158,0.916140342,0.900182347,0.855328145,0.86435692,0.893038432,0.898065405,0.868546867,0.91887068,0.93192361,0.903029395,0.888554176,0.880144968,0.921226389,0.899518004,0.854290313,0.918563078,0.913907734,0.900702498,0.877999173,0.923607588,0.88559987,0.877483137,0.874959454,0.882209682,0.871026847,0.883326507,0.931038395,0.906524953,0.935857177,0.907338477,0.899391356,0.865644108,0.904165635,0.884753973,0.882031459,0.873358548,0.912230594,0.895351679,0.902025887,0.928333378,0.899185592,0.905630782,0.874468898,0.864729036,0.882518627,0.878779691,0.918490745
DACH,0.898703954,0.893338688,0.865574201,0.868573459,0.888344433,0.930346491,0.939362174,0.928773363,0.931369227,0.915303039,0.901883512,0.915690951,0.874071584,0.901211909,0.895689948,0.938786895,0.943515405,0.883606557,0.927104764,0.888328675,0.909156257,0.910099977,0.922158328,0.803058017,0.852673812,0.911768784,0.933363041,0.89826331,0.910321412,0.828646965,0.865941448,0.884936748,0.831007479,0.930103657,0.945179498,0.922406171,0.912749725,0.956684076,0.884231597,0.864384047,0.879506458,0.860231141,0.902330762,0.924385493,1,0.920797954,0.922119732,0.879481167,0.864347916,0.8941945,0.915486945,0.919517422,0.903473992,0.902953893,0.901371923,0.889182649,0.879532206,0.896649139,0.897258308,0.904983649,0.940209037,0.908973099,0.899885681,0.887189125,0.941426634,0.859348725,0.926203599,0.954653896,0.881957954,0.909020833,0.86280363,0.900306322,0.909274117,0.874220954,0.912410442,0.953244802,0.91114663,0.906651724,0.926484638,0.936877809,0.935247166,0.89862278,0.928734106,0.895680014,0.847239398,0.913873213,0.939703196,0.869512906,0.933609593,0.915333888,0.87025837,0.87974094,0.909840692,0.91191524,0.887113518,0.936807845,0.947645822,0.92146009,0.905725869,0.894876573,0.938240506,0.916540065,0.868015409,0.937888401,0.930114753,0.916162261,0.892774749,0.942589945,0.899753923,0.892202097,0.890017757,0.894713833,0.883337523,0.895198295,0.949377908,0.922150204,0.954602297,0.929916184,0.918962326,0.879754685,0.919782307,0.897594646,0.899766616,0.889775326,0.926735457,0.907376732,0.913887172,0.945772682,0.913812882,0.926057219,0.891810976,0.878338381,0.895968088,0.895251821,0.934865494
DALM,0.875741687,0.86845808,0.846539917,0.848008701,0.867141478,0.912400249,0.913391525,0.906664085,0.908189379,0.893421788,0.876795481,0.888119271,0.852069725,0.879051269,0.87632991,0.913180609,0.917437776,0.865260942,0.903809033,0.865456445,0.888514423,0.89073333,0.900385046,0.791866195,0.833680529,0.890834945,0.912409118,0.877297003,0.887754945,0.808195353,0.855375646,0.870717493,0.821159856,0.904147551,0.924967069,0.899008997,0.891966117,0.929896067,0.860104347,0.845748642,0.857731699,0.841085122,0.880063153,0.901648833,0.920797954,1,0.903870801,0.862313019,0.84927449,0.87287017,0.895216704,0.898384782,0.880751832,0.879073072,0.881750067,0.870176218,0.861189548,0.874921423,0.878139807,0.886410847,0.917599029,0.884586877,0.882459122,0.86453495,0.918628164,0.841760168,0.902891606,0.926446376,0.859282626,0.885580487,0.842837688,0.882184947,0.887250494,0.854577049,0.892388847,0.927550391,0.887975027,0.882995442,0.906152031,0.912731791,0.913584098,0.87639704,0.906516693,0.877125618,0.836073852,0.892139945,0.913999848,0.848268726,0.91027058,0.897533036,0.848168825,0.858020431,0.891037929,0.892303969,0.862286397,0.911252375,0.921814942,0.896015931,0.883406511,0.871460682,0.913422081,0.893786361,0.844713328,0.912280378,0.90377545,0.895930435,0.87234512,0.91631493,0.877732788,0.869269803,0.867527471,0.874157245,0.862295586,0.872548462,0.922766238,0.899387905,0.926588493,0.905680923,0.894112949,0.859601555,0.897160074,0.882269616,0.880173197,0.867004404,0.902303913,0.88285422,0.893896104,0.919944444,0.892445389,0.902504361,0.869292592,0.859594505,0.877259314,0.873609231,0.911165465
DANE,0.875512,0.873777097,0.84947298,0.851729085,0.870204381,0.926797165,0.918343487,0.91107917,0.911677698,0.895254021,0.879345054,0.891444384,0.856855347,0.885162802,0.88279676,0.91419621,0.92526814,0.872645379,0.910403245,0.870692414,0.895166455,0.903995582,0.908489203,0.804603702,0.838727154,0.893846807,0.911947459,0.88653492,0.891044474,0.811261591,0.864026168,0.881345364,0.828817761,0.910403458,0.932793951,0.903527385,0.893062979,0.931201543,0.86009422,0.846388324,0.85627086,0.84721214,0.881893635,0.904818787,0.922119732,0.903870801,1,0.874939389,0.858963202,0.877235182,0.892491977,0.896749208,0.880675904,0.881306231,0.8944285,0.873121336,0.857045228,0.876325027,0.886883316,0.88878318,0.916576033,0.891335841,0.893992812,0.869639527,0.916770711,0.848786525,0.909146004,0.93047381,0.864403067,0.888933065,0.849475261,0.879505542,0.892978904,0.878123449,0.891445779,0.934173043,0.889845715,0.892088644,0.909832621,0.919581733,0.918166057,0.891009077,0.907582701,0.888785738,0.844962081,0.893782307,0.915940392,0.852856932,0.912536713,0.90273256,0.852947842,0.861464894,0.892036098,0.896234896,0.864792714,0.91320565,0.930305004,0.898358042,0.886266452,0.877010875,0.915985753,0.893043654,0.848271688,0.913915897,0.907428174,0.908533332,0.88438081,0.921469311,0.879592231,0.872914447,0.875492922,0.878737439,0.864785605,0.873101308,0.925551209,0.901210398,0.93359699,0.904943598,0.892742524,0.865868573,0.899714302,0.890865027,0.893617677,0.873148664,0.907156892,0.887335543,0.894743129,0.918881363,0.896891615,0.904023996,0.873919867,0.863956017,0.886408734,0.876513353,0.912856178
DDBX,0.83600969,0.835594757,0.823214909,0.815609094,0.832103796,0.900919648,0.873216283,0.872517264,0.871948202,0.857247775,0.841544055,0.851476646,0.823562016,0.846831745,0.841432172,0.874916199,0.884685389,0.833235485,0.867734814,0.837789775,0.853672397,0.877603145,0.868115424,0.80784118,0.804396476,0.853707885,0.873188408,0.846895265,0.851931806,0.776301393,0.856630176,0.860789019,0.809203384,0.869431217,0.903439345,0.866187428,0.854193985,0.888496066,0.825664793,0.812364566,0.820571403,0.810790573,0.844071279,0.868007275,0.879481167,0.862313019,0.874939389,1,0.821882784,0.837475202,0.854677383,0.857262671,0.843657526,0.843718044,0.873119999,0.836398928,0.822575231,0.837685327,0.85666427,0.85121272,0.876044879,0.851623341,0.855453932,0.832257551,0.873022183,0.812522423,0.86812628,0.882552428,0.826450538,0.851807789,0.816120888,0.838291785,0.851892808,0.828455068,0.855389079,0.895460431,0.851804682,0.848825469,0.868043463,0.874259077,0.878657819,0.849356407,0.866630502,0.863154842,0.822992269,0.855329244,0.873139883,0.816846333,0.871157464,0.86634852,0.819235683,0.828391777,0.853676392,0.858193327,0.830759801,0.871959971,0.892054723,0.854830794,0.85326194,0.838727661,0.875336412,0.855632996,0.81432857,0.87398139,0.866178516,0.866321781,0.840314505,0.877198035,0.841805188,0.837638261,0.844872216,0.841241851,0.828289516,0.835835826,0.885172819,0.861306403,0.888131299,0.862929731,0.851358787,0.829570294,0.864073178,0.870960876,0.854618866,0.832409648,0.865718578,0.847130432,0.856164053,0.878522641,0.858255232,0.862223946,0.833726285,0.82967443,0.847009963,0.839152715,0.876674851
DEER,0.824267122,0.823330207,0.80937323,0.803160134,0.821227167,0.867525572,0.858607306,0.860225113,0.860438232,0.84519476,0.832266097,0.841270116,0.814707755,0.836905387,0.835503943,0.859971249,0.872388073,0.822594207,0.85775095,0.824971589,0.859061241,0.847371876,0.857770392,0.752325943,0.798731317,0.845817304,0.857270767,0.831849902,0.837827571,0.764931159,0.814439949,0.82998281,0.786934907,0.857070415,0.874227104,0.855205582,0.845055639,0.874174331,0.813866175,0.799594455,0.807811366,0.806147,0.832280628,0.853374623,0.864347916,0.84927449,0.858963202,0.821882784,1,0.82872446,0.842341782,0.843546857,0.832295946,0.830828618,0.84063299,0.824133124,0.810016557,0.83014915,0.835960011,0.837745504,0.862012069,0.840351927,0.874320828,0.825880912,0.860632509,0.799463052,0.8550029,0.869152793,0.816749862,0.840509228,0.807100102,0.826517687,0.853994243,0.864112979,0.842294677,0.876133992,0.838386013,0.840140426,0.856232083,0.86386005,0.864506144,0.835225758,0.851265277,0.835916223,0.799807868,0.841973449,0.86269659,0.810423019,0.861141209,0.850471499,0.808698017,0.816382569,0.841315791,0.850154973,0.819122196,0.858866869,0.872470482,0.847290818,0.840837388,0.829222458,0.861563433,0.843603181,0.803403252,0.863277454,0.853798307,0.856360146,0.83062161,0.86462615,0.832017675,0.827964399,0.829115308,0.823884204,0.813967226,0.824852207,0.873477732,0.84886429,0.876588647,0.849704842,0.842066676,0.819606145,0.85060365,0.838447891,0.838309137,0.824417856,0.849115268,0.832436782,0.842610387,0.866132335,0.849435381,0.847097702,0.823150988,0.818209757,0.85568921,0.830330487,0.860323597
DOBP,0.849152906,0.848033359,0.826420083,0.827224242,0.843215983,0.884704919,0.885983054,0.881617671,0.881338423,0.866760924,0.854962603,0.864562227,0.830743426,0.856416385,0.852792593,0.885357632,0.892630068,0.84310475,0.877734637,0.845387063,0.86644434,0.863850555,0.874505776,0.771918469,0.817123862,0.866119612,0.884018778,0.858013289,0.86440799,0.790908408,0.829336751,0.84715957,0.801675759,0.8784665,0.897556281,0.87306996,0.86475203,0.901711709,0.838039882,0.823870995,0.83517979,0.821433235,0.856628527,0.879254771,0.8941945,0.87287017,0.877235182,0.837475202,0.82872446,1,0.866872269,0.870405611,0.851319899,0.85579434,0.854637649,0.844736516,0.833685019,0.852460622,0.854221792,0.858940205,0.889102456,0.862069447,0.860872508,0.849129085,0.8900524,0.821284318,0.886024378,0.898178609,0.838739135,0.862064719,0.826007583,0.852371979,0.864256677,0.836870682,0.864393821,0.900224543,0.864057412,0.85595714,0.879491709,0.886739791,0.886008617,0.85545486,0.880751698,0.853310283,0.814368385,0.868533597,0.887364567,0.829337493,0.883844067,0.870070298,0.829308029,0.837944691,0.862751741,0.864736276,0.841222274,0.884239968,0.894051125,0.869867133,0.859527276,0.851033317,0.887628953,0.86653094,0.825679049,0.886652198,0.879460175,0.870333928,0.851810969,0.891793262,0.855660541,0.84836706,0.844865284,0.848053057,0.838668554,0.84918625,0.894379376,0.874186723,0.901718326,0.876769758,0.866721956,0.839521754,0.87344594,0.853428601,0.855861528,0.845978321,0.876401379,0.858805083,0.868094831,0.890327839,0.869590889,0.874508105,0.847573604,0.838895014,0.854321102,0.854156837,0.884912289
