,AFGH,AIRT,AKIT,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BELS,BERD,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BRIA,BRIT,BRTR,BRUS,BULM,BULT,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COTO,CRES,DACH,DALM,DANE,DEER,DOBP,ECKR,ESET,FBUL,FCR,FIEL,GOLD,GORD,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ITGY,KEES,KUVZ,LAB,LEON,MAST,MPIN,MPOO,MSNZ,NEWF,NORF,NOWT,NSDT,OES,PAPI,PARS,POM,PTWD,PUG,PUMI,ROTT,SAMO,SCOT,SCWT,SHIH,SKIP,SSHP,SSNZ,STAF,STBD,TIBM,TIBT,TPOO,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
DACH,0.001312957,0.00577238,0.000585381,0.011659514,0.006915903,0.007921417,0.015451656,0.00650796,0.013930635,0.016175837,0.009148749,0.006481209,0.017911205,0.01342866,0.011684699,0.006184267,0.005225496,0.011531954,0.012305346,0.006363559,0.010511321,0.019632495,0.013555152,0.014653512,0.008550192,0.003552352,0.00833684,0.012463962,0.022437181,0.005971489,0.00066763,0.010860246,0.009330423,0.015034005,1,0.014676866,0.009781099,0.003523281,0.010638899,0.016336764,0.007882372,0.009654328,0.007302797,0.005451213,0.004787302,0.021604688,0.011278694,0.010737687,0.020594623,0.005757544,0.018093336,0.027965203,0.00065366,0.011686897,0.018627085,0.016634,0.015531713,0.007630352,0.009298797,0.018240205,0.019827591,0.006718411,0.008679168,0.005264879,0.005194701,0.006436204,0.008704775,0.020560839,0.020311233,0.02542586,0.013190853,0.012237304,0.018726345,0.00985687,0.006341016,0.006627872,0.007571024,0.005169461,0.023496787,0.005723219,0.014489505,0.010447713,0.009278759,0.00287017,0.007625656,0.023107403,0.018175888,0.009818276,0.006082837,0.0068952,0.005169627,0.013719494
DALM,0.002840968,0.01456034,0.001809248,0.014425744,0.001152834,0.005316156,0.010508681,0.012085175,0.009851831,0.01324398,0.005610743,0.005254519,0.007856272,0.007338432,0.00574215,0.00895736,0.00530938,0.015376441,0.012023076,0.013050309,0.008668944,0.024494288,0.008230247,0.008421512,0.009947627,0.006597055,0.005767589,0.014690986,0.008832368,0.007426785,0.000539606,0.016537699,0.005267215,0.009631431,0.014676866,1,0.010515425,0.004884624,0.006689564,0.012861846,0.017594823,0.015171981,0.008747182,0.009012168,0.011551759,0.022784032,0.00734563,0.004131827,0.022188703,0.004618424,0.015604774,0.019178001,0.003108386,0.019606864,0.006805409,0.008315205,0.021345894,0.00635908,0.010694166,0.018677423,0.009118385,0.009690116,0.008691034,0.003090107,0.00431561,0.013527119,0.006535412,0.01142949,0.009225951,0.011946742,0.012771353,0.005722802,0.007662715,0.005939717,0.002151476,0.006418525,0.011330714,0.003597629,0.00916558,0.002822434,0.009266962,0.014058853,0.004812941,0.0014209,0.008616349,0.010632693,0.01542402,0.012305418,0.012335219,0.007479908,0.006743398,0.012331629
DANE,0.000537938,0.005497199,0.000874571,0.021509067,0.004716982,0.008840865,0.008266662,0.005814278,0.007244644,0.005676939,0.010050721,0.006222619,0.022589129,0.024393247,0.00724235,0.005545211,0.008946818,0.017305333,0.027208422,0.009178147,0.013993345,0.011804044,0.035212447,0.007376402,0.025910879,0.009586363,0.007904505,0.012554846,0.010379006,0.002290468,0.000574637,0.003558531,0.006459037,0.011442372,0.009781099,0.010515425,1,0.006673446,0.015065313,0.006935649,0.007953721,0.015478533,0.007973448,0.004012486,0.012812555,0.007552445,0.016664514,0.006510263,0.013704067,0.01272304,0.026557361,0.005384658,0.002154862,0.008735414,0.014958624,0.01531548,0.017847201,0.049046599,0.036237286,0.012578896,0.007767817,0.010393702,0.016817655,0.0041445,0.006154667,0.006994479,0.01114364,0.01280141,0.016197725,0.015263859,0.00618981,0.005593853,0.007814307,0.054217422,0.003333582,0.008772043,0.006587833,0.005292016,0.01057577,0.005891198,0.013701414,0.010838579,0.049583917,0.001692603,0.004131071,0.014016745,0.008798498,0.005586202,0.005134461,0.009643184,0.010133293,0.010283052
DEER,0.00035264,0.003621795,0.00034159,0.005166275,0.000577615,0.005106058,0.005471824,0.006061593,0.00322563,0.003738962,0.006271865,0.003284723,0.006457643,0.003073972,0.004316475,0.004696868,0.016632006,0.006976344,0.008110697,0.004242348,0.003430908,0.006894104,0.00407878,0.003164531,0.00630072,0.001671409,0.005121444,0.003714118,0.00465887,0.00223455,0.000368049,0.000345028,0.003169619,0.002392497,0.003523281,0.004884624,0.006673446,1,0.004207625,0.004444953,0.002660672,0.005348592,0.006463247,0.002562551,0.004743676,0.003811835,0.073886099,0.002792928,0.004774402,0.003869115,0.003945199,0.000558699,0.00143338,0.016511813,0.002325507,0.003667609,0.004776499,0.003242864,0.010271117,0.002582327,0.003276222,0.003434271,0.008139405,0.001064923,0.004592724,0.004386521,0.005803174,0.004258217,0.010709112,0.002821905,0.002380944,0.002468721,0.004441025,0.003165279,0.001606183,0.006250198,0.00476425,0.002115266,0.004798857,0.002834592,0.004845388,0.003662081,0.002833829,0.000637914,0.002349877,0.004117019,0.002903906,0.002683806,0.004582103,0.039294298,0.006115425,0.003409571
DOBP,0.000372859,0.008012828,0.000360528,0.007734755,0.000642729,0.006790812,0.006168981,0.005405546,0.004694989,0.003239273,0.003568663,0.004009346,0.012126818,0.004516707,0.004294366,0.006216163,0.003211589,0.008214033,0.006007738,0.002846908,0.009018082,0.007973454,0.016878088,0.008868114,0.004183015,0.006090828,0.005350165,0.006400158,0.00498278,0.002075165,0.000390129,0.006724376,0.00480371,0.008758394,0.010638899,0.006689564,0.015065313,0.004207625,1,0.005271369,0.006697275,0.004977165,0.004515989,0.003135684,0.007535663,0.007973085,0.003093313,0.025178441,0.0190957,0.009879177,0.051617664,0.01847664,0.000385317,0.006219769,0.010300743,0.004569515,0.006103309,0.009725726,0.004795153,0.00920827,0.008013544,0.004284429,0.007167313,0.002900593,0.002273022,0.004024235,0.007540542,0.007865209,0.005738029,0.011136483,0.006310253,0.004605167,0.022417055,0.013139715,0.001941108,0.002996416,0.004395227,0.001455907,0.011128999,0.002477273,0.011260465,0.003044785,0.005125139,0.000707297,0.007430693,0.008657966,0.009232509,0.010929841,0.011526129,0.003617441,0.008271442,0.010084996
ECKR,0.000515292,0.007989746,0.003673186,0.018328085,0.001195955,0.010890732,0.013072015,0.007001696,0.008587955,0.016962178,0.005428513,0.009592701,0.007709968,0.008344779,0.011248739,0.00501402,0.002168646,0.012547204,0.00752691,0.004928829,0.005385861,0.026144934,0.006859809,0.019223558,0.004657716,0.016561391,0.009526472,0.019991019,0.014635292,0.005131868,0.000548869,0.042178535,0.029452993,0.008869619,0.016336764,0.012861846,0.006935649,0.004444953,0.005271369,1,0.022166663,0.01536989,0.010827287,0.22801632,0.012211125,0.024367281,0.007322073,0.002562616,0.017853441,0.004488783,0.00602392,0.009798855,0.000539392,0.007364959,0.004337733,0.005679245,0.022409329,0.004769818,0.006008691,0.01207795,0.010319292,0.011113327,0.010073561,0.007063848,0.006435987,0.010708438,0.006235342,0.024730568,0.014220125,0.009527534,0.025403239,0.00372253,0.009107661,0.004652448,0.001462595,0.008353527,0.010310159,0.006681361,0.010459083,0.007660499,0.013353674,0.010826687,0.004336049,0.001486981,0.019215182,0.011727101,0.014136117,0.010836709,0.005575021,0.005045306,0.006296693,0.017589013
ESET,0.00050588,0.008484934,0.001215428,0.011201944,0.001146452,0.004692803,0.011636406,0.009134339,0.008308845,0.009549888,0.00482839,0.003741211,0.008367364,0.00483029,0.003683569,0.004976227,0.002861664,0.005548969,0.015305314,0.004365964,0.010744619,0.129175238,0.012403918,0.015076866,0.00557051,0.006191492,0.00954993,0.026175501,0.009055622,0.002553865,0.000538204,0.009768268,0.007668295,0.012446418,0.007882372,0.017594823,0.007953721,0.002660672,0.006697275,0.022166663,1,0.012070514,0.02658987,0.007192685,0.030128852,0.197271079,0.004744074,0.004942857,0.056253848,0.008491,0.014769292,0.06238752,0.001977309,0.004749378,0.005200161,0.005868108,0.035349427,0.006704996,0.005686193,0.008649773,0.01543295,0.00547123,0.020526101,0.002103884,0.004115386,0.012558956,0.008072667,0.00857202,0.015744396,0.008421898,0.012757801,0.003899808,0.004732903,0.009770136,0.003578188,0.00478102,0.008483798,0.00221005,0.007258328,0.003254803,0.006528822,0.00723357,0.002649849,0.001411217,0.005280482,0.018586634,0.045512443,0.010996322,0.005342674,0.002786788,0.007053102,0.009408904
FBUL,0.000544399,0.011303921,0.000518505,0.089089915,0.00136539,0.011141607,0.013822999,0.020304357,0.005329479,0.006968016,0.005731946,0.009334369,0.013209242,0.007475679,0.009136695,0.021468411,0.002329306,0.09823037,0.007576869,0.041018252,0.007780241,0.011308653,0.007068778,0.01434493,0.028592248,0.02111517,0.011065368,0.011135109,0.014423062,0.005749061,0.000582016,0.005880512,0.016270213,0.008342664,0.009654328,0.015171981,0.015478533,0.005348592,0.004977165,0.01536989,0.012070514,1,0.009967817,0.003415509,0.006171928,0.010677858,0.013068884,0.003109777,0.009470013,0.005497389,0.013379108,0.008773826,0.00057137,0.007053281,0.00725569,0.006579323,0.020344094,0.006012445,0.019600445,0.010498508,0.01020226,0.008517794,0.01490482,0.008145852,0.010737957,0.015325276,0.014334844,0.021386067,0.042641167,0.01566813,0.009614753,0.016441717,0.00985325,0.005661379,0.002763473,0.006151223,0.030292559,0.00243485,0.013759498,0.005779622,0.012926139,0.073136549,0.014514265,0.001758263,0.009763055,0.011246906,0.007640199,0.006568855,0.011159421,0.011788823,0.009145437,0.018490588
FCR,0.000413979,0.008907223,0.002023419,0.008000688,0.000762725,0.014260328,0.011926898,0.006446841,0.00393964,0.00567548,0.006169103,0.008378091,0.005607733,0.007440965,0.004749683,0.007144076,0.00202248,0.007281683,0.009942962,0.006064027,0.009221283,0.012382375,0.003311193,0.008512356,0.015912539,0.002853023,0.006901316,0.02368585,0.005233426,0.00157533,0.000435376,0.009224416,0.004055198,0.00597135,0.007302797,0.008747182,0.007973448,0.006463247,0.004515989,0.010827287,0.02658987,0.009967817,1,0.009913744,0.139219985,0.024200153,0.006569921,0.003799169,0.009889703,0.004720699,0.006795162,0.012307401,0.000429392,0.007512382,0.005814801,0.004480243,0.150085334,0.004819295,0.0111426,0.009154116,0.011011737,0.004350094,0.039876813,0.003283088,0.001783328,0.024587515,0.011898795,0.008068351,0.011928221,0.005906617,0.004396199,0.003072844,0.009534772,0.002884552,0.00244666,0.003734706,0.006075385,0.002507372,0.006597648,0.003215264,0.008317407,0.005636259,0.008040935,0.000871506,0.005593657,0.011934753,0.013492829,0.005257928,0.001818062,0.006255999,0.003378554,0.010196388
FIEL,0.000321394,0.003257428,0.002104815,0.006998672,0.000498269,0.003173343,0.007263942,0.008571816,0.004205787,0.013013677,0.002476226,0.004925505,0.003227562,0.001287686,0.002513649,0.008403745,0.000735308,0.007565846,0.004679965,0.002159183,0.009013447,0.01254533,0.004533226,0.009262711,0.00441267,0.005808978,0.008326767,0.010648226,0.006585076,0.004200336,0.000334144,0.024666165,0.003277352,0.005738832,0.005451213,0.009012168,0.004012486,0.002562551,0.003135684,0.22801632,0.007192685,0.003415509,0.009913744,1,0.005424467,0.01207436,0.003378173,0.004018965,0.008451948,0.004315686,0.004512215,0.008559293,0.000330608,0.004036821,0.00611736,0.002763148,0.009874515,0.0043979,0.005181641,0.007676252,0.012357412,0.005702958,0.004924054,0.006011717,0.003288125,0.00634151,0.004180873,0.005555937,0.006932174,0.004318722,0.013601378,0.00581051,0.008090653,0.001950184,0.002340245,0.003032129,0.008396478,0.004364103,0.006071594,0.004307306,0.003984339,0.006227412,0.002641671,0.000542505,0.005323504,0.007924003,0.013180781,0.005363632,0.005560147,0.006997746,0.002322072,0.008580429
GOLD,0.000466143,0.015868328,0.002351205,0.016206538,0.000960829,0.007859583,0.011229265,0.008145792,0.004339129,0.004545615,0.00446043,0.012077175,0.010900674,0.006466194,0.007513381,0.007063484,0.00200606,0.013225641,0.008524198,0.002767078,0.00791186,0.01447615,0.019031013,0.010140242,0.018302875,0.012130263,0.00780681,0.041118917,0.008229574,0.003291136,0.000493451,0.010204368,0.006433213,0.010034769,0.004787302,0.011551759,0.012812555,0.004743676,0.007535663,0.012211125,0.030128852,0.006171928,0.139219985,0.005424467,1,0.029624941,0.010760048,0.004043691,0.015210055,0.002545831,0.008893298,0.017322409,0.002489213,0.00876036,0.003373605,0.0126611,0.112417889,0.004565978,0.013926689,0.006043768,0.006604515,0.002362672,0.052069537,0.007342673,0.007288845,0.020465723,0.01217783,0.011212422,0.010609918,0.009269021,0.008386168,0.007977393,0.004080283,0.004300293,0.002884068,0.00277333,0.005804443,0.005067548,0.007970397,0.002875675,0.007060029,0.011882138,0.009488906,0.001140095,0.005476867,0.008838764,0.022459126,0.006522865,0.006289086,0.008006308,0.005741568,0.009637128
GORD,0.000597013,0.011964132,0.003994343,0.016668814,0.005971587,0.009119051,0.016670451,0.009641999,0.011183237,0.008602169,0.004179086,0.007558458,0.010815926,0.008135743,0.0068199,0.006700928,0.006454193,0.008908794,0.007214307,0.007047354,0.015730725,0.089588462,0.009044641,0.007810887,0.009198343,0.006649166,0.009493108,0.019902691,0.015786279,0.004813614,0.000642556,0.0149583,0.005939445,0.011787482,0.021604688,0.022784032,0.007552445,0.003811835,0.007973085,0.024367281,0.197271079,0.010677858,0.024200153,0.01207436,0.029624941,1,0.006363228,0.003880505,0.071552994,0.005292822,0.014055557,0.072480349,0.000629605,0.008265403,0.004061223,0.011727491,0.029182419,0.006685536,0.006761791,0.01498847,0.01227865,0.006150372,0.018396975,0.006142796,0.006000904,0.017460476,0.010919869,0.014074521,0.024420645,0.009473107,0.020574867,0.005584932,0.009239062,0.007905812,0.000593729,0.005717055,0.004642263,0.003654079,0.011239317,0.006148844,0.010112352,0.008191413,0.006342797,0.00245784,0.009811553,0.019490293,0.072064624,0.019335474,0.005990379,0.007174379,0.006498517,0.017206666
GREY,0.00054439,0.007667092,0.000518497,0.024031724,0.001365331,0.0154961,0.011262238,0.005085531,0.005535633,0.008420325,0.006539538,0.012685326,0.014069267,0.00689523,0.011962536,0.006653459,0.016427453,0.013009629,0.011663934,0.008404947,0.011335658,0.007069562,0.006455107,0.00387571,0.007497283,0.008748835,0.012500424,0.007760267,0.01023619,0.001827559,0.000582005,0.000526461,0.004072007,0.006024122,0.011278694,0.00734563,0.016664514,0.073886099,0.003093313,0.007322073,0.004744074,0.013068884,0.006569921,0.003378173,0.010760048,0.006363228,1,0.002474946,0.005259439,0.002663968,0.006375198,0.006285586,0.002197252,0.048775392,0.003686238,0.006734162,0.012861762,0.00583118,0.009336178,0.006003587,0.006082972,0.002728104,0.01241588,0.003944669,0.00559785,0.01033018,0.029838759,0.008044794,0.013926348,0.009282942,0.004901134,0.003216226,0.007416001,0.009811831,0.004015163,0.006334731,0.009318359,0.002866108,0.008905316,0.00608985,0.008221862,0.009810306,0.005362276,0.001758166,0.005762505,0.009847287,0.006170823,0.003796751,0.005237255,0.168850282,0.00571091,0.00933982
GSD,0.00043438,0.001415813,0.007346487,0.00637374,0.002346137,0.014587669,0.039365335,0.002798031,0.00474463,0.002995714,0.016328264,0.004558034,0.135276666,0.006044982,0.009028567,0.001810943,0.003956513,0.004134838,0.0098945,0.002239287,0.013276254,0.005402373,0.004337972,0.002659418,0.002581343,0.000506365,0.007910577,0.004617749,0.006681025,0.00310673,0.000457999,0.001496447,0.011901681,0.004520594,0.010737687,0.004131827,0.006510263,0.002792928,0.025178441,0.002562616,0.004942857,0.003109777,0.003799169,0.004018965,0.004043691,0.003880505,0.002474946,1,0.005960737,0.018889608,0.013283994,0.005201966,0.001447493,0.003695211,0.007368776,0.015005928,0.006749574,0.051449998,0.005153727,0.004496374,0.004343664,0.005925567,0.007970086,0.001719894,0.00209121,0.017711412,0.006683803,0.007140988,0.002438975,0.008201935,0.065246157,0.003309861,0.030733671,0.009864646,0.00394025,0.005671905,0.000496093,0.002244939,0.00622444,0.006735527,0.010590817,0.004864787,0.003636821,0.000967128,0.002048352,0.004665228,0.004518562,0.004517507,0.000445469,0.00391235,0.002568383,0.003275837
GSHP,0.000609581,0.008711096,0.00204597,0.013325772,0.005800467,0.008458232,0.00956582,0.007785081,0.01244115,0.010081313,0.008677037,0.005567393,0.019524726,0.006547219,0.009437745,0.005240939,0.003057003,0.009204427,0.013795403,0.006087163,0.013281217,0.04326052,0.013996119,0.008171372,0.00603589,0.004367849,0.007243668,0.018518036,0.018688472,0.002895503,0.000657138,0.008299322,0.013630085,0.009209733,0.020594623,0.022188703,0.013704067,0.004774402,0.0190957,0.017853441,0.056253848,0.009470013,0.009889703,0.008451948,0.015210055,0.071552994,0.005259439,0.005960737,1,0.008079454,0.031628776,0.311374626,0.001825926,0.007415946,0.008206662,0.013819496,0.019312128,0.009759979,0.006760495,0.01112088,0.018994938,0.00230472,0.012578062,0.003651998,0.003992478,0.009771359,0.010014775,0.016561465,0.011633289,0.015809267,0.013998993,0.003587875,0.013670846,0.007883491,0.003341919,0.003290714,0.008641439,0.003408447,0.014770069,0.005499924,0.010021689,0.005542604,0.013640818,0.002685806,0.008066272,0.029114175,0.094316487,0.048614872,0.005124025,0.005940189,0.004511013,0.01485931
GSMD,0.000312605,0.008172961,0.00030389,0.010034455,0.000477457,0.004066316,0.00134261,0.003575461,0.002948091,0.003950695,0.009056088,0.001354597,0.008767974,0.114462452,0.002178724,0.0039537,0.003282277,0.005495177,0.005964585,0.007164529,0.008897588,0.007298721,0.016463551,0.007087712,0.005648876,0.001842312,0.002828649,0.007209712,0.003149883,0.00302634,0.000324654,0.003691252,0.003789991,0.003072985,0.005757544,0.004618424,0.01272304,0.003869115,0.009879177,0.004488783,0.008491,0.005497389,0.004720699,0.004315686,0.002545831,0.005292822,0.002663968,0.018889608,0.008079454,1,0.005009819,0.003002014,0.000321314,0.004251724,0.006690999,0.006147655,0.00405229,0.022989446,0.014153295,0.006728463,0.003406368,0.0047257,0.006027801,0.002395729,0.003457892,0.005171182,0.00425935,0.004998281,0.007121218,0.00730017,0.006281711,0.003332707,0.011918716,0.023639223,0.002573794,0.00363489,0.002790032,0.001209598,0.008376341,0.002261704,0.006538733,0.003666443,0.079414387,0.000517925,0.003928692,0.00365634,0.008896427,0.005544366,0.002932494,0.003874094,0.003618726,0.007923305
GSNZ,0.000526438,0.038636108,0.0014118,0.015644836,0.00125776,0.007665454,0.008385401,0.005792992,0.005500885,0.007477417,0.007503166,0.00794792,0.019903728,0.007629097,0.007877483,0.005933431,0.002515102,0.011237508,0.014736448,0.008401112,0.011531604,0.015697822,0.230598232,0.006493209,0.007965638,0.004794779,0.008985681,0.010411215,0.009194686,0.004442297,0.000561533,0.013234872,0.006378115,0.010768093,0.018093336,0.015604774,0.026557361,0.003945199,0.051617664,0.00602392,0.014769292,0.013379108,0.006795162,0.004512215,0.008893298,0.014055557,0.006375198,0.013283994,0.031628776,0.005009819,1,0.019414412,0.002032894,0.011143666,0.016185611,0.011549365,0.019468095,0.012966415,0.010750101,0.01346685,0.008373773,0.013615766,0.009943516,0.007073042,0.005973827,0.01117505,0.008120473,0.018451761,0.015510158,0.026184598,0.012144205,0.007156565,0.009862501,0.018398003,0.001903971,0.005681459,0.0047842,0.005344483,0.014390378,0.003892911,0.072701137,0.009161709,0.012026068,0.001583743,0.008116358,0.012412041,0.011575887,0.009724343,0.006700605,0.006726253,0.006166086,0.019142007
GWHP,0.000628878,0.007858765,0.004200334,0.012917809,0.008365643,0.005606938,0.010106757,0.01009019,0.016894356,0.007869135,0.010018732,0.005023223,0.029544286,0.012685331,0.004017469,0.007849001,0.007600263,0.009428165,0.017795288,0.008922659,0.013449064,0.051466431,0.013023669,0.008712851,0.016430571,0.003520931,0.009181443,0.030884139,0.018182746,0.005938296,0.000679618,0.004075639,0.017962307,0.008467894,0.027965203,0.019178001,0.005384658,0.000558699,0.01847664,0.009798855,0.06238752,0.008773826,0.012307401,0.008559293,0.017322409,0.072480349,0.006285586,0.005201966,0.311374626,0.003002014,0.019414412,1,0.001087045,0.00640231,0.009256354,0.008815689,0.051108687,0.012751105,0.003864297,0.016870911,0.014435204,0.003448768,0.020604582,0.002800969,0.002332683,0.01093353,0.008882192,0.02228645,0.027363468,0.033120034,0.006291281,0.005419718,0.017864414,0.009960655,0.001596535,0.006249094,0.009925784,0.006171145,0.015231736,0.004775601,0.011135665,0.008198285,0.009898122,0.003105679,0.010402174,0.013916602,0.102826165,0.041851304,0.00422882,0.006724995,0.007255976,0.019606928
HUSK,0.000392263,0.000312507,0.002165449,0.001658452,0.00124308,0.000560808,0.005648729,0.000494578,0.001281582,0.000521001,0.000453739,0.000632487,0.00066317,0.00039157,0.000579088,0.001596337,0.000470183,0.000590203,0.000523164,0.000408967,0.000492216,0.002405561,0.000458296,0.000979996,0.0018034,0.000450038,0.001722816,0.001667011,0.001364059,0.001192548,0.001702112,0.000382868,0.000448302,0.001337162,0.00065366,0.003108386,0.002154862,0.00143338,0.000385317,0.000539392,0.001977309,0.00057137,0.000429392,0.000330608,0.002489213,0.000629605,0.002197252,0.001447493,0.001825926,0.000321314,0.002032894,0.001087045,1,0.001045983,0.000478263,0.000601522,0.004265218,0.000434216,0.000487835,0.000504297,0.000617045,0.000366982,0.004676241,0.000376176,0.00040927,0.000510377,0.000504737,0.00061714,0.000709536,0.00139719,0.001387997,0.000347771,0.000616119,0.000404607,0.019258549,0.000420265,0.000441906,0.001427844,0.00055949,0.002227359,0.000504788,0.000560837,0.001575819,0.003033512,0.000517693,0.000664555,0.000557292,0.000408021,0.000401285,0.001431774,0.0004299,0.001493019
ITGY,0.000463851,0.006203574,0.001689654,0.012002894,0.004611394,0.009964901,0.008210524,0.008358022,0.004168689,0.011475536,0.007932557,0.005766275,0.014718473,0.00790846,0.00488598,0.009964213,0.007730365,0.011816678,0.006893061,0.005672481,0.004257659,0.007567809,0.004538186,0.012932749,0.005876781,0.00660893,0.008810013,0.008147427,0.011979795,0.003772997,0.000490883,0.005564853,0.009265133,0.006291603,0.011686897,0.019606864,0.008735414,0.016511813,0.006219769,0.007364959,0.004749378,0.007053281,0.007512382,0.004036821,0.00876036,0.008265403,0.048775392,0.003695211,0.007415946,0.004251724,0.011143666,0.00640231,0.001045983,1,0.007166678,0.009942749,0.01147855,0.00617784,0.005240804,0.011501455,0.011758248,0.005771201,0.007763149,0.002703709,0.003181336,0.007632749,0.008200778,0.009826429,0.014756665,0.008387113,0.00682954,0.010572816,0.013626724,0.004604663,0.002202958,0.004933493,0.007919331,0.002754055,0.016667542,0.003547912,0.008799223,0.007489055,0.002680171,0.001126477,0.006871057,0.009456905,0.014237686,0.005670318,0.005092966,0.063102143,0.00588284,0.011489577
KEES,0.000459219,0.006847835,0.000440656,0.008920831,0.002553297,0.010143437,0.007861815,0.005084871,0.005851885,0.004881313,0.009760694,0.005572371,0.028265575,0.006308563,0.006523491,0.002761243,0.002442442,0.004737378,0.008590454,0.004846435,0.006049965,0.005064556,0.00782724,0.012609284,0.002892522,0.003512197,0.010999715,0.007478414,0.01109597,0.003488253,0.004292411,0.007414223,0.006119777,0.008393397,0.018627085,0.006805409,0.014958624,0.002325507,0.010300743,0.004337733,0.005200161,0.00725569,0.005814801,0.00611736,0.003373605,0.004061223,0.003686238,0.007368776,0.008206662,0.006690999,0.016185611,0.009256354,0.000478263,0.007166678,1,0.012336685,0.007470357,0.00936862,0.006325407,0.015003716,0.006303038,0.017393724,0.004897073,0.007127926,0.005174937,0.009186353,0.005759181,0.02421444,0.012970802,0.048584873,0.010095503,0.012054173,0.023541506,0.011003933,0.011558754,0.003453204,0.004646612,0.003663938,0.029713675,0.009243865,0.026042573,0.009856911,0.007215508,0.002175312,0.009033322,0.009256908,0.005688861,0.004524596,0.00286464,0.002759287,0.003931065,0.00800186
KUVZ,0.002548637,0.005268995,0.000543215,0.016715676,0.005747039,0.007018982,0.007940477,0.005735218,0.004879449,0.004575193,0.007398337,0.004440443,0.008623863,0.00757914,0.00496693,0.004987856,0.006157118,0.008581294,0.009418878,0.007632002,0.006588255,0.007670207,0.00707491,0.003187706,0.010694299,0.004115687,0.006643498,0.009036025,0.011325488,0.006730944,0.000613332,0.002677125,0.007255447,0.003658614,0.016634,0.008315205,0.01531548,0.003667609,0.004569515,0.005679245,0.005868108,0.006579323,0.004480243,0.002763148,0.0126611,0.011727491,0.006734162,0.015005928,0.013819496,0.006147655,0.011549365,0.008815689,0.000601522,0.009942749,0.012336685,1,0.009232483,0.007451269,0.006488002,0.007019854,0.012682026,0.004379741,0.00555392,0.003952062,0.003058657,0.004944812,0.006156111,0.009794669,0.015244922,0.018347133,0.008448297,0.00831475,0.023948878,0.005988641,0.003932382,0.003638837,0.005539053,0.006098255,0.009470226,0.004553364,0.009200591,0.00734018,0.011968741,0.002078942,0.005506971,0.011825327,0.008924685,0.007756563,0.005140434,0.004445944,0.002544483,0.00823916
LAB,0.000574634,0.011963221,0.002753178,0.020832684,0.00673154,0.02093307,0.017221806,0.008925574,0.004693008,0.00958563,0.008271928,0.009056598,0.017257083,0.010388494,0.009674119,0.009114429,0.00359888,0.012895665,0.010045679,0.009340431,0.013485789,0.023123314,0.012017146,0.005785877,0.014267217,0.00583399,0.01453252,0.037387496,0.011616815,0.00358352,0.000616706,0.017106581,0.009111847,0.010066152,0.015531713,0.021345894,0.017847201,0.004776499,0.006103309,0.022409329,0.035349427,0.020344094,0.150085334,0.009874515,0.112417889,0.029182419,0.012861762,0.006749574,0.019312128,0.00405229,0.019468095,0.051108687,0.004265218,0.01147855,0.007470357,0.009232483,1,0.007204445,0.014726998,0.010524458,0.01274353,0.006282521,0.0654674,0.006746983,0.005604459,0.045492261,0.016443431,0.011755809,0.027038709,0.011607597,0.011762116,0.005211291,0.009618961,0.005119457,0.002979727,0.005943468,0.008472473,0.004729983,0.012288852,0.008553737,0.009535419,0.011649098,0.013031497,0.00211822,0.010072697,0.022117588,0.019977789,0.007732075,0.00557035,0.006652893,0.007227012,0.014928678
LEON,0.000418461,0.00636678,0.002492805,0.009786309,0.002061945,0.005299811,0.009795407,0.005749119,0.0033841,0.003307656,0.006406488,0.001978711,0.021911486,0.027761884,0.004750237,0.004893574,0.00359063,0.007029165,0.012976671,0.003809718,0.007978845,0.007381374,0.031377964,0.007093104,0.011214089,0.002679532,0.00577781,0.00938433,0.00489032,0.002723681,0.000440336,0.004777221,0.006679032,0.003946967,0.007630352,0.00635908,0.049046599,0.003242864,0.009725726,0.004769818,0.006704996,0.006012445,0.004819295,0.0043979,0.004565978,0.006685536,0.00583118,0.051449998,0.009759979,0.022989446,0.012966415,0.012751105,0.000434216,0.00617784,0.00936862,0.007451269,0.007204445,1,0.02397617,0.007410126,0.006860009,0.007086714,0.020738283,0.00245755,0.005375422,0.014764736,0.006229205,0.007269268,0.018633169,0.011176697,0.007849534,0.002418919,0.008584573,0.04655175,0.003231523,0.007967218,0.004830954,0.002090608,0.008366274,0.004442593,0.0115232,0.006780561,0.085731549,0.00089161,0.004345955,0.00574609,0.006656445,0.004014872,0.00285397,0.00450258,0.003601888,0.005973902
