,AFGH,AIRT,AKIT,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BELS,BERD,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BRIA,BRIT,BRTR,BRUS,BULM,BULT,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COTO,CRES,DACH,DALM,DANE,DEER,DOBP,ECKR,ESET,FBUL,FCR,FIEL,GOLD,GORD,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ITGY,KEES,KUVZ,LAB,LEON,MAST,MPIN,MPOO,MSNZ,NEWF,NORF,NOWT,NSDT,OES,PAPI,PARS,POM,PTWD,PUG,PUMI,ROTT,SAMO,SCOT,SCWT,SHIH,SKIP,SSHP,SSNZ,STAF,STBD,TIBM,TIBT,TPOO,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
PUMI,0.88354602,0.852111884,0.858875915,0.921168225,0.928425277,0.916510108,0.919434176,0.90304685,0.882345776,0.896956144,0.88944785,0.884362253,0.931030063,0.873157193,0.913187657,0.872937079,0.899739322,0.896566548,0.909955464,0.794700806,0.897522457,0.917249752,0.887161661,0.89799996,0.874351258,0.819761306,0.911179102,0.900308951,0.943905894,0.869930067,0.857108329,0.860606439,0.890777915,0.913907734,0.930114753,0.90377545,0.907428174,0.853798307,0.879460175,0.900996126,0.904912958,0.890072969,0.874938411,0.865424394,0.893544711,0.923019475,0.892015637,0.878909289,0.924575266,0.849146406,0.914132828,0.936293691,0.874463882,0.896036905,0.899260701,0.926639545,0.921343651,0.884739131,0.880704378,0.901547617,0.924185036,0.859050143,0.905227651,0.855181964,0.866503846,0.898175902,0.901985405,0.921426744,0.936116467,0.928754294,0.905421757,0.857276933,1,0.881345609,0.891362262,0.880365476,0.876665559,0.882945383,0.91213311,0.867223549,0.912155574,0.887337843,0.886460781,0.918738652,0.906635676,0.933667335,0.909603477,0.874863132,0.869166617,0.883220219,0.882999524,0.922900928
ROTT,0.846399781,0.825007957,0.825607662,0.890441775,0.886621226,0.882952077,0.883594447,0.867731452,0.854447193,0.8638738,0.85836488,0.853306235,0.896327982,0.845570332,0.88097923,0.844652094,0.866599777,0.867039341,0.877751259,0.773146155,0.868595642,0.884399361,0.901321759,0.86272912,0.848860681,0.800341909,0.877785821,0.866764429,0.900812415,0.838631186,0.824102239,0.832957382,0.852694095,0.877999173,0.892774749,0.87234512,0.88438081,0.83062161,0.851810969,0.869017819,0.870740994,0.861540325,0.845186865,0.834785526,0.86098921,0.887336852,0.861627689,0.846055502,0.888568574,0.827786878,0.88096338,0.899560302,0.837676435,0.863308689,0.863714874,0.889622777,0.887005971,0.862657864,0.85540762,0.867073148,0.889483893,0.828057743,0.873951894,0.82682956,0.835272325,0.86515213,0.867295615,0.885329966,0.896397628,0.888298907,0.869633071,0.826342865,0.881345609,1,0.854856854,0.847740759,0.847153495,0.846929485,0.87566507,0.84007599,0.875306093,0.858394929,0.859963241,0.878518944,0.868119657,0.894277545,0.875286953,0.848070943,0.835568896,0.856333882,0.84937211,0.886298823
SAMO,0.870140958,0.828402484,0.861295492,0.893797777,0.909409218,0.890632104,0.894040144,0.875711724,0.85954408,0.870434043,0.864077319,0.861913702,0.902779469,0.850189491,0.890071361,0.848988853,0.874432965,0.869952504,0.880009995,0.773862277,0.871949602,0.888994053,0.8614386,0.872398664,0.84986375,0.799965212,0.883174859,0.871550318,0.914181403,0.852132837,0.863613323,0.838235722,0.862792476,0.88559987,0.899753923,0.877732788,0.879592231,0.832017675,0.855660541,0.869325644,0.875043805,0.863122548,0.850044893,0.836323022,0.865313465,0.89319161,0.862895617,0.852050813,0.895258498,0.8278279,0.88510161,0.905568223,0.881020845,0.870089229,0.877484219,0.898855208,0.893307749,0.863030565,0.856214373,0.873282983,0.896457414,0.835693298,0.877060456,0.831450296,0.842949974,0.870656013,0.875422727,0.894856884,0.904960141,0.900392023,0.876029104,0.8349115,0.891362262,0.854856854,1,0.852773552,0.85249141,0.865850411,0.884343091,0.846766726,0.883004948,0.860190165,0.861854818,0.916859809,0.880483337,0.899599922,0.88130103,0.851132906,0.840309079,0.85882966,0.85654359,0.892095286
SCOT,0.844605526,0.828207492,0.825322333,0.888648516,0.884833526,0.880017983,0.882032785,0.869573497,0.849693594,0.864886964,0.855860703,0.852361773,0.891854801,0.839992941,0.880339768,0.848289154,0.862810655,0.867802883,0.874888203,0.772693314,0.865649934,0.881754948,0.852662777,0.862319146,0.84872125,0.803918375,0.877373056,0.862345171,0.901243056,0.836048528,0.822059008,0.833436873,0.853628591,0.877483137,0.892202097,0.869269803,0.872914447,0.827964399,0.84836706,0.864369775,0.868403039,0.86038131,0.84411899,0.831591132,0.857354713,0.886640111,0.859047183,0.843614401,0.883660008,0.818309323,0.878202571,0.895164663,0.837613695,0.862999421,0.862367901,0.885386632,0.88474169,0.854326948,0.853666669,0.863899088,0.886813586,0.829373574,0.867410591,0.840671379,0.857618042,0.862471436,0.866852458,0.884573496,0.898694468,0.885766113,0.866015051,0.826463115,0.880365476,0.847740759,0.852773552,1,0.850583943,0.85124206,0.87447412,0.839344333,0.873198792,0.858467087,0.851918441,0.876732236,0.868109086,0.889648348,0.872416571,0.844235808,0.836940626,0.85540529,0.89909345,0.886880386
SCWT,0.843107253,0.827074289,0.82098824,0.898834506,0.881998279,0.879125481,0.880216408,0.867466148,0.850124868,0.860622958,0.855831742,0.851778328,0.892668044,0.839458054,0.877180388,0.846150862,0.860941368,0.876047272,0.875394927,0.781545496,0.862901793,0.878724242,0.851043773,0.857728667,0.854589713,0.808270114,0.874176152,0.862177616,0.898097345,0.832605959,0.817230264,0.832116229,0.85280206,0.874959454,0.890017757,0.867527471,0.875492922,0.829115308,0.844865284,0.86414894,0.864630599,0.870291416,0.843161217,0.83346083,0.857105103,0.882334074,0.859988962,0.838958751,0.883960592,0.816871412,0.877845907,0.894142424,0.834313626,0.861173889,0.859925189,0.882744014,0.883992663,0.851647482,0.856948169,0.86466464,0.884721002,0.824851614,0.867686327,0.828230752,0.836454109,0.862894778,0.865370746,0.88387219,0.90160893,0.884807908,0.864889318,0.823035889,0.876665559,0.847153495,0.85249141,0.850583943,1,0.843902707,0.869498893,0.83846381,0.870915547,0.8662353,0.854074702,0.872148044,0.868346071,0.889903294,0.871109774,0.841173091,0.844905566,0.855590969,0.851363883,0.885432727
SHIH,0.859132597,0.82572936,0.85195485,0.883051727,0.898229541,0.882020019,0.884091933,0.869465882,0.855582569,0.865912825,0.858050729,0.851975455,0.894262636,0.844071061,0.880865979,0.842864063,0.86538856,0.86561231,0.874224754,0.768467852,0.867756585,0.884133083,0.852518304,0.868319802,0.844405676,0.796449592,0.874274452,0.865173973,0.909816068,0.858014884,0.854446096,0.83675747,0.857728221,0.883326507,0.895198295,0.872548462,0.873101308,0.824852207,0.84918625,0.868410313,0.869371644,0.856836394,0.846072813,0.833430022,0.859824698,0.890138976,0.854666057,0.843837151,0.888889822,0.818753425,0.880222413,0.899160613,0.859592635,0.864825263,0.866528735,0.889642651,0.884062807,0.854568872,0.851290881,0.868872601,0.893053109,0.830879672,0.869826796,0.829090393,0.839372667,0.865469602,0.866223359,0.891936038,0.895293939,0.893596924,0.870987205,0.837616055,0.882945383,0.846929485,0.865850411,0.85124206,0.843902707,1,0.879154803,0.836831568,0.877315515,0.854170781,0.853567445,0.901395809,0.882527167,0.896938423,0.875598541,0.846840366,0.835857122,0.851017262,0.852128878,0.887265961
SKIP,0.873303666,0.847777558,0.854136118,0.91174169,0.918771314,0.910616984,0.913003419,0.897182324,0.877888704,0.890899059,0.885802761,0.879493945,0.926408144,0.866797375,0.908991714,0.867041451,0.890439903,0.889805166,0.902624455,0.789789815,0.893234039,0.911452513,0.879833496,0.894438645,0.872590316,0.81677055,0.904983991,0.892916255,0.935589133,0.862617636,0.851850091,0.858607904,0.883299666,0.906524953,0.922150204,0.899387905,0.901210398,0.84886429,0.874186723,0.893284848,0.896360187,0.882665907,0.868947587,0.860359288,0.886590831,0.917582573,0.883518041,0.869560782,0.915858124,0.844754855,0.905689795,0.926972589,0.867256541,0.891998297,0.897572704,0.915659789,0.913156734,0.879965256,0.87667049,0.895184394,0.921071526,0.853296424,0.89717661,0.852008369,0.863437849,0.891459454,0.893408895,0.919235965,0.927020569,0.923774555,0.895243989,0.855187894,0.91213311,0.87566507,0.884343091,0.87447412,0.869498893,0.879154803,1,0.863942729,0.904196518,0.880563831,0.87968698,0.910516644,0.898754723,0.925701652,0.90202526,0.869960498,0.861981765,0.877161544,0.87825626,0.913989146
SSHP,0.837797714,0.817017931,0.817461402,0.875744746,0.874316487,0.873896335,0.887008653,0.856631797,0.842121417,0.852131581,0.848684329,0.856290173,0.88467362,0.832765461,0.88386072,0.834113709,0.855100879,0.854825249,0.863551224,0.762456147,0.854667332,0.872870448,0.841805081,0.852292311,0.83781003,0.791629186,0.878070515,0.855900734,0.890470711,0.827109447,0.814390343,0.821428463,0.847398038,0.865644108,0.879754685,0.859601555,0.865868573,0.819606145,0.839521754,0.855018091,0.857120149,0.84832269,0.834331158,0.824011004,0.849674324,0.874366051,0.852011116,0.833171389,0.873661153,0.813315403,0.867469032,0.883375256,0.830758668,0.853139971,0.854027917,0.874375509,0.875298321,0.842889396,0.841385753,0.854602015,0.875805891,0.819584318,0.860771464,0.81899298,0.829017284,0.861432231,0.863998561,0.873367657,0.883471143,0.87790681,0.856220964,0.813879615,0.867223549,0.84007599,0.846766726,0.839344333,0.83846381,0.836831568,0.863942729,1,0.862995848,0.845417876,0.845255409,0.867767487,0.856433642,0.88039548,0.860183308,0.834138831,0.82900348,0.845694293,0.844964407,0.87465016
SSNZ,0.872269922,0.846769903,0.852708474,0.915924349,0.917040842,0.90833859,0.910445182,0.896223575,0.87603385,0.889948995,0.881412897,0.878605653,0.921730986,0.866527228,0.906289317,0.867062317,0.889774101,0.891680293,0.901645613,0.794959893,0.891213362,0.909084398,0.880566155,0.891378879,0.871594729,0.819222479,0.902837584,0.892026076,0.932651349,0.85984598,0.850596772,0.855415337,0.881552094,0.904165635,0.919782307,0.897160074,0.899714302,0.85060365,0.87344594,0.891485413,0.893303398,0.883916089,0.869055564,0.857469825,0.884638804,0.914619124,0.881933867,0.867501974,0.915506187,0.84293939,0.912753435,0.924967311,0.865200411,0.888948935,0.894693318,0.91505007,0.913126691,0.879742718,0.876810154,0.892588889,0.917178227,0.861419338,0.893876453,0.850040833,0.861346838,0.889143783,0.893136395,0.915032804,0.929795757,0.921837106,0.895453938,0.853977507,0.912155574,0.875306093,0.883004948,0.873198792,0.870915547,0.877315515,0.904196518,0.862995848,1,0.881037268,0.880141642,0.909059921,0.895164877,0.919879578,0.899135501,0.871286406,0.860507752,0.876662869,0.87645,0.913519333
STAF,0.848577166,0.838952338,0.832181213,0.937899888,0.892380222,0.895129968,0.894084848,0.880469948,0.85663138,0.869012018,0.863920083,0.861611111,0.901406308,0.853772499,0.888019994,0.862105857,0.871874352,0.909388959,0.885556624,0.815532753,0.872918283,0.887750418,0.862626426,0.87139012,0.879810499,0.852715079,0.888126158,0.874993936,0.909885401,0.840380769,0.827607361,0.83676045,0.861905056,0.884753973,0.897594646,0.882269616,0.890865027,0.838447891,0.853428601,0.869911034,0.872934779,0.901785772,0.854213289,0.836370193,0.870571762,0.892693937,0.87298976,0.847395411,0.891425557,0.830144015,0.887366794,0.90163036,0.842661325,0.872335816,0.869925973,0.894462458,0.899120128,0.866219032,0.876219465,0.871716661,0.892847793,0.835039152,0.883085431,0.838126645,0.848608151,0.874880555,0.882994802,0.895643166,0.920078103,0.893651762,0.873368659,0.82844064,0.887337843,0.858394929,0.860190165,0.858467087,0.8662353,0.854170781,0.880563831,0.845417876,0.881037268,1,0.868239644,0.883854796,0.876888322,0.900078079,0.879437685,0.848170598,0.852100885,0.868664158,0.860806949,0.897203722
STBD,0.853805079,0.831223206,0.831797892,0.898385178,0.894334717,0.889216251,0.891882796,0.872559887,0.86224109,0.871270091,0.864190004,0.858071697,0.903959558,0.860781462,0.886291989,0.849755715,0.872764996,0.878150849,0.883956765,0.779849505,0.875687635,0.890617534,0.862594894,0.869018013,0.862518468,0.806957487,0.882771532,0.873133158,0.909031197,0.841352061,0.829610146,0.836961427,0.864871009,0.882031459,0.899766616,0.880173197,0.893617677,0.838309137,0.855861528,0.874776152,0.875351872,0.871148732,0.852353823,0.841159306,0.868182231,0.895732853,0.870641717,0.852644696,0.895647317,0.842572045,0.887182429,0.904469717,0.84410003,0.870755453,0.869846132,0.895738538,0.893488381,0.877355487,0.874627161,0.873303038,0.894303814,0.832092285,0.883460915,0.833232963,0.841916734,0.870258076,0.87503962,0.891523016,0.903072893,0.895057048,0.876347442,0.830124851,0.886460781,0.859963241,0.861854818,0.851918441,0.854074702,0.853567445,0.87968698,0.845255409,0.880141642,0.868239644,1,0.884579046,0.874497762,0.898856859,0.881484175,0.852307585,0.840099733,0.863327711,0.856603218,0.890821876
TIBM,0.916324592,0.847741606,0.918877309,0.91710745,0.955208895,0.91664625,0.919530839,0.900595368,0.880873382,0.894155709,0.888201098,0.882671917,0.930353948,0.871069069,0.91283938,0.870130725,0.902814425,0.893195342,0.903294656,0.793321213,0.895097343,0.913792423,0.884737472,0.894086194,0.87251516,0.815870327,0.908368389,0.896903011,0.945475309,0.887014164,0.930200065,0.855343921,0.892888679,0.912230594,0.926735457,0.902303913,0.907156892,0.849115268,0.876401379,0.896358553,0.898068944,0.883758497,0.870935704,0.858651202,0.887491524,0.919141219,0.884010253,0.873898331,0.920812718,0.845750681,0.90921399,0.929068092,0.926592282,0.89188222,0.898544107,0.929420435,0.917143176,0.883657624,0.877582721,0.899841372,0.921954885,0.854896994,0.901216916,0.850181096,0.864276507,0.895136778,0.897861269,0.920203086,0.93061162,0.926383325,0.900722833,0.855519741,0.918738652,0.878518944,0.916859809,0.876732236,0.872148044,0.901395809,0.910516644,0.867767487,0.909059921,0.883854796,0.884579046,1,0.917823218,0.930772967,0.906177577,0.87245149,0.863134368,0.878034341,0.878004348,0.916981069
TIBT,0.875178244,0.840958841,0.862633717,0.907129998,0.919366889,0.903131082,0.90376221,0.890163009,0.870619508,0.886562074,0.876022797,0.872720373,0.915583786,0.861832044,0.902083175,0.863593217,0.885336311,0.885241756,0.895411138,0.783358856,0.888020391,0.907315165,0.872670646,0.887862523,0.864252724,0.815134233,0.895301684,0.88492377,0.928782706,0.862879297,0.862265819,0.850007553,0.87845705,0.902025887,0.913887172,0.893896104,0.894743129,0.842610387,0.868094831,0.88791464,0.891276092,0.875343808,0.863784885,0.8537365,0.879929698,0.911158729,0.873918334,0.86089257,0.911519726,0.836994174,0.899913789,0.922478064,0.872244486,0.884666036,0.884341285,0.911570671,0.907421275,0.87196277,0.871099953,0.888765189,0.912520955,0.848629904,0.888209482,0.845052426,0.858457614,0.885052565,0.888035372,0.910829595,0.92425714,0.912523968,0.889310735,0.850494656,0.906635676,0.868119657,0.880483337,0.868109086,0.868346071,0.882527167,0.898754723,0.856433642,0.895164877,0.876888322,0.874497762,0.917823218,1,0.916090348,0.897673477,0.865928057,0.85784158,0.871547532,0.867660802,0.910725551
TPOO,0.891491749,0.86373528,0.872012987,0.9334827,0.941470965,0.930353405,0.931764575,0.917131175,0.89832186,0.914414524,0.902409403,0.899039636,0.9431114,0.885393519,0.928605002,0.886366083,0.908666995,0.909435368,0.9215589,0.803184882,0.91231123,0.933732045,0.898379144,0.912335508,0.885568843,0.831977189,0.924149906,0.912889604,0.960082955,0.884737315,0.867746909,0.877953252,0.900804374,0.928333378,0.945772682,0.919944444,0.918881363,0.866132335,0.890327839,0.91346982,0.918997723,0.902508609,0.889652713,0.878453896,0.906151536,0.939769269,0.896960003,0.885124648,0.939935417,0.858866395,0.923848755,0.95254788,0.883208373,0.909748878,0.911815067,0.939193877,0.934984903,0.896453867,0.893408178,0.911970643,0.994633206,0.871997009,0.914880696,0.866668024,0.879092798,0.910901295,0.913916923,0.937741585,0.950123325,0.939526116,0.919342751,0.868356782,0.933667335,0.894277545,0.899599922,0.889648348,0.889903294,0.896938423,0.925701652,0.88039548,0.919879578,0.900078079,0.898856859,0.930772967,0.916090348,1,0.925896311,0.890769628,0.878116367,0.895572141,0.893409572,0.936789575
VIZS,0.873681462,0.847046629,0.84993551,0.912433425,0.917759982,0.907552643,0.910704445,0.895667999,0.88000723,0.894777542,0.883552068,0.876789663,0.922554191,0.868257384,0.905932109,0.867337944,0.887813325,0.888838917,0.903351504,0.788188416,0.893047697,0.919328876,0.880501192,0.889717207,0.868684983,0.816119264,0.902747247,0.895300155,0.93482996,0.864377273,0.84575924,0.85985802,0.882403746,0.905630782,0.926057219,0.902504361,0.904023996,0.847097702,0.874508105,0.898683938,0.908863324,0.881059778,0.872465637,0.8659485,0.890379774,0.930582406,0.882010618,0.869422443,0.932719263,0.84424837,0.907278476,0.940429141,0.861593896,0.890302402,0.889844262,0.917476457,0.916230435,0.879510823,0.876402635,0.894121338,0.920006703,0.850877826,0.898483655,0.852502576,0.861166296,0.891774031,0.893415214,0.91528017,0.92694247,0.916644812,0.899266939,0.848122175,0.909603477,0.875286953,0.88130103,0.872416571,0.871109774,0.875598541,0.90202526,0.860183308,0.899135501,0.879437685,0.881484175,0.906177577,0.897673477,0.925896311,1,0.877454841,0.857712022,0.876490371,0.876857017,0.913661834
WEIM,0.845959289,0.825455198,0.822037746,0.881879636,0.881846071,0.875853435,0.878784292,0.862087413,0.852950296,0.861448141,0.85116578,0.851287863,0.890118942,0.839086592,0.873839874,0.838050691,0.859331549,0.858343654,0.871031631,0.767208468,0.862480041,0.884587448,0.848831129,0.859644403,0.840726094,0.792905095,0.870060244,0.864027903,0.898755297,0.836265721,0.819358419,0.832501987,0.855910538,0.874468898,0.891810976,0.869292592,0.873919867,0.823150988,0.847573604,0.866722357,0.873031935,0.849393091,0.844863317,0.835236716,0.860278209,0.890710323,0.854400751,0.84047775,0.895705941,0.817036335,0.877093918,0.904826195,0.834917796,0.858184176,0.858421753,0.883364777,0.883891273,0.850046912,0.847464629,0.865381531,0.887269806,0.824115388,0.86734356,0.824837814,0.833966106,0.861380959,0.862482103,0.880547149,0.889701987,0.884556762,0.866505497,0.822734008,0.874863132,0.848070943,0.851132906,0.844235808,0.841173091,0.846840366,0.869960498,0.834138831,0.871286406,0.848170598,0.852307585,0.87245149,0.865928057,0.890769628,0.877454841,1,0.832639668,0.848647578,0.847449564,0.88153652
WFOX,0.832413395,0.820681897,0.815412086,0.879155408,0.86891521,0.867805505,0.870183702,0.859905324,0.841686058,0.852681492,0.843959149,0.842686924,0.8781311,0.82808685,0.867337617,0.836931707,0.849877236,0.859261508,0.860818858,0.766793433,0.851891936,0.869538121,0.841179351,0.850757728,0.837070325,0.796296208,0.864426268,0.852864528,0.88773099,0.825962577,0.811471341,0.818511061,0.843330124,0.864729036,0.878338381,0.859594505,0.863956017,0.818209757,0.838895014,0.852808485,0.856462926,0.85025987,0.832695415,0.825023907,0.848646625,0.873521312,0.844996268,0.830406851,0.873785712,0.807706646,0.866066631,0.882201167,0.824368161,0.850939625,0.850743327,0.872273178,0.872841239,0.839799672,0.842899243,0.85494098,0.873711431,0.820942039,0.85748007,0.823481752,0.831930184,0.849753207,0.856238949,0.873509462,0.919932834,0.873730008,0.8538385,0.815064221,0.869166617,0.835568896,0.840309079,0.836940626,0.844905566,0.835857122,0.861981765,0.82900348,0.860507752,0.852100885,0.840099733,0.863134368,0.85784158,0.878116367,0.857712022,0.832639668,1,0.843939891,0.839575012,0.876485684
WHIP,0.85109489,0.832185005,0.827481412,0.898626529,0.887970944,0.888705144,0.889559318,0.875725713,0.857576818,0.86761746,0.865873308,0.861175624,0.902722012,0.846226924,0.886626046,0.852752825,0.882243291,0.879400315,0.884418567,0.782081195,0.873905658,0.885737716,0.858577335,0.866668688,0.862050284,0.812382578,0.882236066,0.872350877,0.906336767,0.838682008,0.822592851,0.835360614,0.859568458,0.882518627,0.895968088,0.877259314,0.886408734,0.85568921,0.854321102,0.870408002,0.872383922,0.871616005,0.85048686,0.83767885,0.865985569,0.88988434,0.907274182,0.85084538,0.889544578,0.82429008,0.883294852,0.901706378,0.839799116,0.888994311,0.867739411,0.891755335,0.892894511,0.862838397,0.86344553,0.870814864,0.891608789,0.83268135,0.878309637,0.833769892,0.843252743,0.868978454,0.878656212,0.889814407,0.904364553,0.891022818,0.870909872,0.826923913,0.883220219,0.856333882,0.85882966,0.85540529,0.855590969,0.851017262,0.877161544,0.845694293,0.876662869,0.868664158,0.863327711,0.878034341,0.871547532,0.895572141,0.876490371,0.848647578,0.843939891,1,0.855970754,0.89091782
WHWT,0.84598919,0.828557226,0.827367352,0.889609127,0.887332592,0.884849455,0.886607014,0.873246174,0.854261273,0.867547732,0.85790847,0.856495181,0.895671961,0.847032903,0.883918615,0.849128504,0.864695629,0.870207556,0.87646107,0.775230316,0.866882878,0.883858336,0.85417636,0.865586471,0.849434553,0.80526031,0.879361491,0.867082028,0.905492463,0.83885345,0.825313903,0.834889648,0.858204727,0.878779691,0.895251821,0.873609231,0.876513353,0.830330487,0.854156837,0.867651186,0.871864872,0.862973041,0.847266029,0.834790138,0.862645216,0.890170724,0.860674613,0.845070852,0.889000121,0.823603379,0.880871347,0.898613912,0.840013416,0.864429229,0.866246626,0.889039297,0.88990531,0.854049187,0.854817543,0.868049369,0.89013455,0.829842074,0.870281747,0.841226663,0.858135898,0.863940017,0.868836131,0.887894196,0.898909255,0.890618886,0.867994116,0.827748163,0.882999524,0.84937211,0.85654359,0.89909345,0.851363883,0.852128878,0.87825626,0.844964407,0.87645,0.860806949,0.856603218,0.878004348,0.867660802,0.893409572,0.876857017,0.847449564,0.839575012,0.855970754,1,0.890688264
YORK,0.881291487,0.864429507,0.861089312,0.931740364,0.928447625,0.921652533,0.923735831,0.920791238,0.891075575,0.904048732,0.892833501,0.891655042,0.934296544,0.876297397,0.919158627,0.885276439,0.900252155,0.908580225,0.915495916,0.805168407,0.902471018,0.922552313,0.891246053,0.905397659,0.883446069,0.833931032,0.917179587,0.903744432,0.947404407,0.874180043,0.856184235,0.869353958,0.896841318,0.918490745,0.934865494,0.911165465,0.912856178,0.860323597,0.884912289,0.904844496,0.907497512,0.899552056,0.881716105,0.870614869,0.898285427,0.928097963,0.89645277,0.879562671,0.927868726,0.853348832,0.919130592,0.938202443,0.87272772,0.901590864,0.901761341,0.928832489,0.927873187,0.889470448,0.888762027,0.908198498,0.930722257,0.863461485,0.909162419,0.876712268,0.884936566,0.9016011,0.907392559,0.927618625,0.944715845,0.930909761,0.90940728,0.861961277,0.922900928,0.886298823,0.892095286,0.886880386,0.885432727,0.887265961,0.913989146,0.87465016,0.913519333,0.897203722,0.890821876,0.916981069,0.910725551,0.936789575,0.913661834,0.88153652,0.876485684,0.89091782,0.890688264,1
